Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
39.90,4567.7,-24.6,1.00
39.95,4566.5,-24.6,1.00
40.00,4565.2,-24.6,1.00
40.05,4564.0,-24.6,1.00
40.10,4562.8,-24.6,1.00
40.15,4561.5,-24.6,1.00
40.20,4560.3,-24.6,1.00
40.25,4559.1,-24.6,1.00
40.30,4557.8,-24.6,1.00
40.35,4556.6,-24.6,1.00
40.40,4555.4,-24.6,1.00
40.45,4554.2,-24.6,1.00
40.50,4552.9,-24.6,1.00
40.55,4551.7,-24.6,1.00
40.60,4550.5,-24.6,1.00
40.65,4549.2,-24.6,1.00
40.70,4548.0,-24.6,1.00
40.75,4546.8,-24.6,1.00
40.80,4545.5,-24.6,1.00
40.85,4544.3,-24.6,1.00
40.90,4543.1,-24.6,1.00
40.95,4541.9,-24.6,1.00
41.00,4540.6,-24.6,1.00
41.05,4539.4,-24.6,1.00
41.10,4538.2,-24.6,1.00
41.15,4536.9,-24.6,1.00
41.20,4535.7,-24.6,1.00
41.25,4534.5,-24.6,1.00
41.30,4533.2,-24.6,1.00
41.35,4532.0,-24.6,1.00
41.40,4530.8,-24.6,1.00
41.45,4529.6,-24.6,1.00
41.50,4528.3,-24.6,1.00
41.55,4527.1,-24.6,1.00
41.60,4525.9,-24.6,1.00
41.65,4524.6,-24.6,1.00
41.70,4523.4,-24.6,1.00
41.75,4522.2,-24.6,1.00
41.80,4520.9,-24.6,1.00
41.85,4519.7,-24.6,1.00
41.90,4518.5,-24.6,1.00
41.95,4517.3,-24.6,1.00
42.00,4516.0,-24.6,1.00
42.05,4514.8,-24.6,1.00
42.10,4513.5,-24.6,1.00
42.15,4512.3,-24.6,1.00
42.20,4511.1,-24.6,1.00
42.25,4509.9,-24.6,1.00
42.30,4508.6,-24.6,1.00
42.35,4507.4,-24.6,1.00
42.40,4506.2,-24.6,1.00
42.45,4505.0,-24.6,1.00
42.50,4503.7,-24.6,1.00
42.55,4502.5,-24.6,1.00
42.60,4501.2,-24.6,1.00
42.65,4500.0,-24.6,1.00
42.70,4498.8,-24.6,1.00
42.75,4497.6,-24.6,1.00
42.80,4496.3,-24.6,1.00
42.85,4495.1,-24.6,1.00
42.90,4493.9,-24.6,1.00
42.95,4492.7,-24.6,1.00
43.00,4491.4,-24.6,1.00
43.05,4490.2,-24.6,1.00
43.10,4488.9,-24.6,1.00
43.15,4487.7,-24.6,1.00
43.20,4486.5,-24.6,1.00
43.25,4485.3,-24.6,1.00
43.30,4484.0,-24.6,1.00
43.35,4482.8,-24.6,1.00
43.40,4481.6,-24.6,1.00
43.45,4480.3,-24.6,1.00
43.50,4479.1,-24.6,1.00
43.55,4477.9,-24.6,1.00
43.60,4476.6,-24.6,1.00
43.65,4475.4,-24.6,1.00
43.70,4474.2,-24.6,1.00
43.75,4473.0,-24.6,1.00
43.80,4471.7,-24.6,1.00
43.85,4470.5,-24.6,1.00
43.90,4469.3,-24.6,1.00
43.95,4468.0,-24.6,1.00
44.00,4466.8,-24.6,1.00
44.05,4465.6,-24.6,1.00
44.10,4464.3,-24.6,1.00
44.15,4463.1,-24.6,1.00
44.20,4461.9,-24.6,1.00
44.25,4460.7,-24.6,1.00
44.30,4459.4,-24.6,1.00
44.35,4458.2,-24.6,1.00
44.40,4457.0,-24.6,1.00
44.45,4455.7,-24.6,1.00
44.50,4454.5,-24.6,1.00
44.55,4453.3,-24.6,1.00
44.60,4452.0,-24.6,1.00
44.65,4450.8,-24.6,1.00
44.70,4449.6,-24.6,1.00
44.75,4448.4,-24.6,1.00
44.80,4447.1,-24.6,1.00
44.85,4445.9,-24.6,1.00
44.90,4444.7,-24.6,1.00
44.95,4443.4,-24.6,1.00
45.00,4442.2,-24.6,1.00
45.05,4441.0,-24.6,1.00
45.10,4439.7,-24.6,1.00
45.15,4438.5,-24.6,1.00
45.20,4437.3,-24.6,1.00
45.25,4436.1,-24.6,1.00
45.30,4434.8,-24.6,1.00
45.35,4433.6,-24.6,1.00
45.40,4432.3,-24.6,1.00
45.45,4431.1,-24.6,1.00
45.50,4429.9,-24.6,1.00
45.55,4428.7,-24.6,1.00
45.60,4427.4,-24.6,1.00
45.65,4426.2,-24.6,1.00
45.70,4425.0,-24.6,1.00
45.75,4423.8,-24.6,1.00
45.80,4422.5,-24.6,1.00
45.85,4421.3,-24.6,1.00
45.90,4420.0,-24.6,1.00
45.95,4418.8,-24.6,1.00
46.00,4417.6,-24.6,1.00
46.05,4416.4,-24.6,1.00
46.10,4415.1,-24.6,1.00
46.15,4413.9,-24.6,1.00
46.20,4412.7,-24.6,1.00
46.25,4411.5,-24.6,1.00
46.30,4410.2,-24.6,1.00
46.35,4409.0,-24.6,1.00
46.40,4407.7,-24.6,1.00
46.45,4406.5,-24.6,1.00
46.50,4405.3,-24.6,1.00
46.55,4404.1,-24.6,1.00
46.60,4402.8,-24.6,1.00
46.65,4401.6,-24.6,1.00
46.70,4400.4,-24.6,1.00
46.75,4399.1,-24.6,1.00
46.80,4397.9,-24.6,1.00
46.85,4396.7,-24.6,1.00
46.90,4395.4,-24.6,1.00
46.95,4394.2,-24.6,1.00
47.00,4393.0,-24.6,1.00
47.05,4391.8,-24.6,1.00
47.10,4390.5,-24.6,1.00
47.15,4389.3,-24.6,1.00
47.20,4388.1,-24.6,1.00
47.25,4386.8,-24.6,1.00
47.30,4385.6,-24.6,1.00
47.35,4384.4,-24.6,1.00
47.40,4383.1,-24.6,1.00
47.45,4381.9,-24.6,1.00
47.50,4380.7,-24.6,1.00
47.55,4379.5,-24.6,1.00
47.60,4378.2,-24.6,1.00
47.65,4377.0,-24.6,1.00
47.70,4375.8,-24.6,1.00
47.75,4374.5,-24.6,1.00
47.80,4373.3,-24.6,1.00
47.85,4372.1,-24.6,1.00
47.90,4370.8,-24.6,1.00
47.95,4369.6,-24.6,1.00
48.00,4368.4,-24.6,1.00
48.05,4367.2,-24.6,1.00
48.10,4365.9,-24.6,1.00
48.15,4364.7,-24.6,1.00
48.20,4363.5,-24.6,1.00
48.25,4362.2,-24.6,1.00
48.30,4361.0,-24.6,1.00
48.35,4359.8,-24.6,1.00
48.40,4358.5,-24.6,1.00
48.45,4357.3,-24.6,1.00
48.50,4356.1,-24.6,1.00
48.55,4354.9,-24.6,1.00
48.60,4353.6,-24.6,1.00
48.65,4352.4,-24.6,1.00
48.70,4351.1,-24.6,1.00
48.75,4349.9,-24.6,1.00
48.80,4348.7,-24.6,1.00
48.85,4347.5,-24.6,1.00
48.90,4346.2,-24.6,1.00
48.95,4345.0,-24.6,1.00
49.00,4343.8,-24.6,1.00
49.05,4342.6,-24.6,1.00
49.10,4341.3,-24.6,1.00
49.15,4340.1,-24.6,1.00
49.20,4338.8,-24.6,1.00
49.25,4337.6,-24.6,1.00
49.30,4336.4,-24.6,1.00
49.35,4335.2,-24.6,1.00
49.40,4333.9,-24.6,1.00
49.45,4332.7,-24.6,1.00
49.50,4331.5,-24.6,1.00
49.55,4330.2,-24.6,1.00
49.60,4329.0,-24.6,1.00
49.65,4327.8,-24.6,1.00
49.70,4326.5,-24.6,1.00
49.75,4325.3,-24.6,1.00
49.80,4324.1,-24.6,1.00
49.85,4322.9,-24.6,1.00
49.90,4321.6,-24.6,1.00
49.95,4320.4,-24.6,1.00
50.00,4319.2,-24.6,1.00
50.05,4317.9,-24.6,1.00
50.10,4316.7,-24.6,1.00
50.15,4315.5,-24.6,1.00
50.20,4314.2,-24.6,1.00
50.25,4313.0,-24.6,1.00
50.30,4311.8,-24.6,1.00
50.35,4310.6,-24.6,1.00
50.40,4309.3,-24.6,1.00
50.45,4308.1,-24.6,1.00
50.50,4306.9,-24.6,1.00
50.55,4305.6,-24.6,1.00
50.60,4304.4,-24.6,1.00
50.65,4303.2,-24.6,1.00
50.70,4301.9,-24.6,1.00
50.75,4300.7,-24.6,1.00
50.80,4299.5,-24.6,1.00
50.85,4298.3,-24.6,1.00
50.90,4297.0,-24.6,1.00
50.95,4295.8,-24.6,1.00
51.00,4294.6,-24.6,1.00
51.05,4293.3,-24.6,1.00
51.10,4292.1,-24.6,1.00
51.15,4290.9,-24.6,1.00
51.20,4289.6,-24.6,1.00
51.25,4288.4,-24.6,1.00
51.30,4287.2,-24.6,1.00
51.35,4286.0,-24.6,1.00
51.40,4284.7,-24.6,1.00
51.45,4283.5,-24.6,1.00
51.50,4282.3,-24.6,1.00
51.55,4281.0,-24.6,1.00
51.60,4279.8,-24.6,1.00
51.65,4278.6,-24.6,1.00
51.70,4277.3,-24.6,1.00
51.75,4276.1,-24.6,1.00
51.80,4274.9,-24.6,1.00
51.85,4273.7,-24.6,1.00
51.90,4272.4,-24.6,1.00
51.95,4271.2,-24.6,1.00
52.00,4269.9,-24.6,1.00
52.05,4268.7,-24.6,1.00
52.10,4267.5,-24.6,1.00
52.15,4266.3,-24.6,1.00
52.20,4265.0,-24.6,1.00
52.25,4263.8,-24.6,1.00
52.30,4262.6,-24.6,1.00
52.35,4261.4,-24.6,1.00
52.40,4260.1,-24.6,1.00
52.45,4258.9,-24.6,1.00
52.50,4257.6,-24.6,1.00
52.55,4256.4,-24.6,1.00
52.60,4255.2,-24.6,1.00
52.65,4254.0,-24.6,1.00
52.70,4252.7,-24.6,1.00
52.75,4251.5,-24.6,1.00
52.80,4250.3,-24.6,1.00
52.85,4249.0,-24.6,1.00
52.90,4247.8,-24.6,1.00
52.95,4246.6,-24.6,1.00
53.00,4245.3,-24.6,1.00
53.05,4244.1,-24.6,1.00
53.10,4242.9,-24.6,1.00
53.15,4241.7,-24.6,1.00
53.20,4240.4,-24.6,1.00
53.25,4239.2,-24.6,1.00
53.30,4238.0,-24.6,1.00
53.35,4236.7,-24.6,1.00
53.40,4235.5,-24.6,1.00
53.45,4234.3,-24.6,1.00
53.50,4233.0,-24.6,1.00
53.55,4231.8,-24.6,1.00
53.60,4230.6,-24.6,1.00
53.65,4229.4,-24.6,1.00
53.70,4228.1,-24.6,1.00
53.75,4226.9,-24.6,1.00
53.80,4225.7,-24.6,1.00
53.85,4224.4,-24.6,1.00
53.90,4223.2,-24.6,1.00
53.95,4222.0,-24.6,1.00
54.00,4220.7,-24.6,1.00
54.05,4219.5,-24.6,1.00
54.10,4218.3,-24.6,1.00
54.15,4217.1,-24.6,1.00
54.20,4215.8,-24.6,1.00
54.25,4214.6,-24.6,1.00
54.30,4213.4,-24.6,1.00
54.35,4212.1,-24.6,1.00
54.40,4210.9,-24.6,1.00
54.45,4209.7,-24.6,1.00
54.50,4208.4,-24.6,1.00
54.55,4207.2,-24.6,1.00
54.60,4206.0,-24.6,1.00
54.65,4204.8,-24.6,1.00
54.70,4203.5,-24.6,1.00
54.75,4202.3,-24.6,1.00
54.80,4201.0,-24.6,1.00
54.85,4199.8,-24.6,1.00
54.90,4198.6,-24.6,1.00
54.95,4197.4,-24.6,1.00
55.00,4196.1,-24.6,1.00
55.05,4194.9,-24.6,1.00
55.10,4193.7,-24.6,1.00
55.15,4192.5,-24.6,1.00
55.20,4191.2,-24.6,1.00
55.25,4190.0,-24.6,1.00
55.30,4188.7,-24.6,1.00
55.35,4187.5,-24.6,1.00
55.40,4186.3,-24.6,1.00
55.45,4185.1,-24.6,1.00
55.50,4183.8,-24.6,1.00
55.55,4182.6,-24.6,1.00
55.60,4181.4,-24.6,1.00
55.65,4180.2,-24.6,1.00
55.70,4178.9,-24.6,1.00
55.75,4177.7,-24.6,1.00
55.80,4176.4,-24.6,1.00
55.85,4175.2,-24.6,1.00
55.90,4174.0,-24.6,1.00
55.95,4172.8,-24.6,1.00
56.00,4171.5,-24.6,1.00
56.05,4170.3,-24.6,1.00
56.10,4169.1,-24.6,1.00
56.15,4167.8,-24.6,1.00
56.20,4166.6,-24.6,1.00
56.25,4165.4,-24.6,1.00
56.30,4164.1,-24.6,1.00
56.35,4162.9,-24.6,1.00
56.40,4161.7,-24.6,1.00
56.45,4160.5,-24.6,1.00
56.50,4159.2,-24.6,1.00
56.55,4158.0,-24.6,1.00
56.60,4156.8,-24.6,1.00
56.65,4155.5,-24.6,1.00
56.70,4154.3,-24.6,1.00
56.75,4153.1,-24.6,1.00
56.80,4151.8,-24.6,1.00
56.85,4150.6,-24.6,1.00
56.90,4149.4,-24.6,1.00
56.95,4148.2,-24.6,1.00
57.00,4146.9,-24.6,1.00
57.05,4145.7,-24.6,1.00
57.10,4144.5,-24.6,1.00
57.15,4143.2,-24.6,1.00
57.20,4142.0,-24.6,1.00
57.25,4140.8,-24.6,1.00
57.30,4139.5,-24.6,1.00
57.35,4138.3,-24.6,1.00
57.40,4137.1,-24.6,1.00
57.45,4135.9,-24.6,1.00
57.50,4134.6,-24.6,1.00
57.55,4133.4,-24.6,1.00
57.60,4132.2,-24.6,1.00
57.65,4130.9,-24.6,1.00
57.70,4129.7,-24.6,1.00
57.75,4128.5,-24.6,1.00
57.80,4127.2,-24.6,1.00
57.85,4126.0,-24.6,1.00
57.90,4124.8,-24.6,1.00
57.95,4123.6,-24.6,1.00
58.00,4122.3,-24.6,1.00
58.05,4121.1,-24.6,1.00
58.10,4119.8,-24.6,1.00
58.15,4118.6,-24.6,1.00
58.20,4117.4,-24.6,1.00
58.25,4116.2,-24.6,1.00
58.30,4114.9,-24.6,1.00
58.35,4113.7,-24.6,1.00
58.40,4112.5,-24.6,1.00
58.45,4111.3,-24.6,1.00
58.50,4110.0,-24.6,1.00
58.55,4108.8,-24.6,1.00
58.60,4107.5,-24.6,1.00
58.65,4106.3,-24.6,1.00
58.70,4105.1,-24.6,1.00
58.75,4103.9,-24.6,1.00
58.80,4102.6,-24.6,1.00
58.85,4101.4,-24.6,1.00
58.90,4100.2,-24.6,1.00
58.95,4099.0,-24.6,1.00
59.00,4097.7,-24.6,1.00
59.05,4096.5,-24.6,1.00
59.10,4095.2,-24.6,1.00
59.15,4094.0,-24.6,1.00
59.20,4092.8,-24.6,1.00
59.25,4091.6,-24.6,1.00
59.30,4090.3,-24.6,1.00
59.35,4089.1,-24.6,1.00
59.40,4087.9,-24.6,1.00
59.45,4086.6,-24.6,1.00
59.50,4085.4,-24.6,1.00
59.55,4084.2,-24.6,1.00
59.60,4082.9,-24.6,1.00
59.65,4081.7,-24.6,1.00
59.70,4080.5,-24.6,1.00
59.75,4079.3,-24.6,1.00
59.80,4078.0,-24.6,1.00
59.85,4076.8,-24.6,1.00
59.90,4075.6,-24.6,1.00
59.95,4074.3,-24.6,1.00
60.00,4073.1,-24.6,1.00
60.05,4071.9,-24.6,1.00
60.10,4070.6,-24.6,1.00
60.15,4069.4,-24.6,1.00
60.20,4068.2,-24.6,1.00
60.25,4067.0,-24.6,1.00
60.30,4065.7,-24.6,1.00
60.35,4064.5,-24.6,1.00
60.40,4063.3,-24.6,1.00
60.45,4062.0,-24.6,1.00
60.50,4060.8,-24.6,1.00
60.55,4059.6,-24.6,1.00
60.60,4058.3,-24.6,1.00
60.65,4057.1,-24.6,1.00
60.70,4055.9,-24.6,1.00
60.75,4054.7,-24.6,1.00
60.80,4053.4,-24.6,1.00
60.85,4052.2,-24.6,1.00
60.90,4051.0,-24.6,1.00
60.95,4049.7,-24.6,1.00
61.00,4048.5,-24.6,1.00
61.05,4047.3,-24.6,1.00
61.10,4046.0,-24.6,1.00
61.15,4044.8,-24.6,1.00
61.20,4043.6,-24.6,1.00
61.25,4042.4,-24.6,1.00
61.30,4041.1,-24.6,1.00
61.35,4039.9,-24.6,1.00
61.40,4038.6,-24.6,1.00
61.45,4037.4,-24.6,1.00
61.50,4036.2,-24.6,1.00
61.55,4035.0,-24.6,1.00
61.60,4033.7,-24.6,1.00
61.65,4032.5,-24.6,1.00
61.70,4031.3,-24.6,1.00
61.75,4030.1,-24.6,1.00
61.80,4028.8,-24.6,1.00
61.85,4027.6,-24.6,1.00
61.90,4026.3,-24.6,1.00
61.95,4025.1,-24.6,1.00
62.00,4023.9,-24.6,1.00
62.05,4022.7,-24.6,1.00
62.10,4021.4,-24.6,1.00
62.15,4020.2,-24.6,1.00
62.20,4019.0,-24.6,1.00
62.25,4017.7,-24.6,1.00
62.30,4016.5,-24.6,1.00
62.35,4015.3,-24.6,1.00
62.40,4014.0,-24.6,1.00
62.45,4012.8,-24.6,1.00
62.50,4011.6,-24.6,1.00
62.55,4010.4,-24.6,1.00
62.60,4009.1,-24.6,1.00
62.65,4007.9,-24.6,1.00
62.70,4006.7,-24.6,1.00
62.75,4005.4,-24.6,1.00
62.80,4004.2,-24.6,1.00
62.85,4003.0,-24.6,1.00
62.90,4001.7,-24.6,1.00
62.95,4000.5,-24.6,1.00
63.00,3999.3,-24.6,1.00
63.05,3998.1,-24.6,1.00
63.10,3996.8,-24.6,1.00
63.15,3995.6,-24.6,1.00
63.20,3994.4,-24.6,1.00
63.25,3993.1,-24.6,1.00
63.30,3991.9,-24.6,1.00
63.35,3990.7,-24.6,1.00
63.40,3989.4,-24.6,1.00
63.45,3988.2,-24.6,1.00
63.50,3987.0,-24.6,1.00
63.55,3985.8,-24.6,1.00
63.60,3984.5,-24.6,1.00
63.65,3983.3,-24.6,1.00
63.70,3982.1,-24.6,1.00
63.75,3980.8,-24.6,1.00
63.80,3979.6,-24.6,1.00
63.85,3978.4,-24.6,1.00
63.90,3977.1,-24.6,1.00
63.95,3975.9,-24.6,1.00
64.00,3974.7,-24.6,1.00
64.05,3973.5,-24.6,1.00
64.10,3972.2,-24.6,1.00
64.15,3971.0,-24.6,1.00
64.20,3969.8,-24.6,1.00
64.25,3968.5,-24.6,1.00
64.30,3967.3,-24.6,1.00
64.35,3966.1,-24.6,1.00
64.40,3964.8,-24.6,1.00
64.45,3963.6,-24.6,1.00
64.50,3962.4,-24.6,1.00
64.55,3961.2,-24.6,1.00
64.60,3959.9,-24.6,1.00
64.65,3958.7,-24.6,1.00
64.70,3957.4,-24.6,1.00
64.75,3956.2,-24.6,1.00
64.80,3955.0,-24.6,1.00
64.85,3953.8,-24.6,1.00
64.90,3952.5,-24.6,1.00
64.95,3951.3,-24.6,1.00
65.00,3950.1,-24.6,1.00
65.05,3948.9,-24.6,1.00
65.10,3947.6,-24.6,1.00
65.15,3946.4,-24.6,1.00
65.20,3945.1,-24.6,1.00
65.25,3943.9,-24.6,1.00
65.30,3942.7,-24.6,1.00
65.35,3941.5,-24.6,1.00
65.40,3940.2,-24.6,1.00
65.45,3939.0,-24.6,1.00
65.50,3937.8,-24.6,1.00
65.55,3936.5,-24.6,1.00
65.60,3935.3,-24.6,1.00
65.65,3934.1,-24.6,1.00
65.70,3932.8,-24.6,1.00
65.75,3931.6,-24.6,1.00
65.80,3930.4,-24.6,1.00
65.85,3929.2,-24.6,1.00
65.90,3927.9,-24.6,1.00
65.95,3926.7,-24.6,1.00
66.00,3925.5,-24.6,1.00
66.05,3924.2,-24.6,1.00
66.10,3923.0,-24.6,1.00
66.15,3921.8,-24.6,1.00
66.20,3920.5,-24.6,1.00
66.25,3919.3,-24.6,1.00
66.30,3918.1,-24.6,1.00
66.35,3916.9,-24.6,1.00
66.40,3915.6,-24.6,1.00
66.45,3914.4,-24.6,1.00
66.50,3913.2,-24.6,1.00
66.55,3911.9,-24.6,1.00
66.60,3910.7,-24.6,1.00
66.65,3909.5,-24.6,1.00
66.70,3908.2,-24.6,1.00
66.75,3907.0,-24.6,1.00
66.80,3905.8,-24.6,1.00
66.85,3904.6,-24.6,1.00
66.90,3903.3,-24.6,1.00
66.95,3902.1,-24.6,1.00
67.00,3900.9,-24.6,1.00
67.05,3899.6,-24.6,1.00
67.10,3898.4,-24.6,1.00
67.15,3897.2,-24.6,1.00
67.20,3895.9,-24.6,1.00
67.25,3894.7,-24.6,1.00
67.30,3893.5,-24.6,1.00
67.35,3892.3,-24.6,1.00
67.40,3891.0,-24.6,1.00
67.45,3889.8,-24.6,1.00
67.50,3888.5,-24.6,1.00
67.55,3887.3,-24.6,1.00
67.60,3886.1,-24.6,1.00
67.65,3884.9,-24.6,1.00
67.70,3883.6,-24.6,1.00
67.75,3882.4,-24.6,1.00
67.80,3881.2,-24.6,1.00
67.85,3880.0,-24.6,1.00
67.90,3878.7,-24.6,1.00
67.95,3877.5,-24.6,1.00
68.00,3876.2,-24.6,1.00
68.05,3875.0,-24.6,1.00
68.10,3873.8,-24.6,1.00
68.15,3872.6,-24.6,1.00
68.20,3871.3,-24.6,1.00
68.25,3870.1,-24.6,1.00
68.30,3868.9,-24.6,1.00
68.35,3867.7,-24.6,1.00
68.40,3866.4,-24.6,1.00
68.45,3865.2,-24.6,1.00
68.50,3863.9,-24.6,1.00
68.55,3862.7,-24.6,1.00
68.60,3861.5,-24.6,1.00
68.65,3860.3,-24.6,1.00
68.70,3859.0,-24.6,1.00
68.75,3857.8,-24.6,1.00
68.80,3856.6,-24.6,1.00
68.85,3855.3,-24.6,1.00
68.90,3854.1,-24.6,1.00
68.95,3852.9,-24.6,1.00
69.00,3851.6,-24.6,1.00
69.05,3850.4,-24.6,1.00
69.10,3849.2,-24.6,1.00
69.15,3848.0,-24.6,1.00
69.20,3846.7,-24.6,1.00
69.25,3845.5,-24.6,1.00
69.30,3844.3,-24.6,1.00
69.35,3843.0,-24.6,1.00
69.40,3841.8,-24.6,1.00
69.45,3840.6,-24.6,1.00
69.50,3839.3,-24.6,1.00
69.55,3838.1,-24.6,1.00
69.60,3836.9,-24.6,1.00
69.65,3835.7,-24.6,1.00
69.70,3834.4,-24.6,1.00
69.75,3833.2,-24.6,1.00
69.80,3832.0,-24.6,1.00
69.85,3830.7,-24.6,1.00
69.90,3829.5,-24.6,1.00
69.95,3828.3,-24.6,1.00
70.00,3827.0,-24.6,1.00
70.05,3825.8,-24.6,1.00
70.10,3824.6,-24.6,1.00
70.15,3823.4,-24.6,1.00
70.20,3822.1,-24.6,1.00
70.25,3820.9,-24.6,1.00
70.30,3819.7,-24.6,1.00
70.35,3818.4,-24.6,1.00
70.40,3817.2,-24.6,1.00
70.45,3816.0,-24.6,1.00
70.50,3814.7,-24.6,1.00
70.55,3813.5,-24.6,1.00
70.60,3812.3,-24.6,1.00
70.65,3811.1,-24.6,1.00
70.70,3809.8,-24.6,1.00
70.75,3808.6,-24.6,1.00
70.80,3807.3,-24.6,1.00
70.85,3806.1,-24.6,1.00
70.90,3804.9,-24.6,1.00
70.95,3803.7,-24.6,1.00
71.00,3802.4,-24.6,1.00
71.05,3801.2,-24.6,1.00
71.10,3800.0,-24.6,1.00
71.15,3798.8,-24.6,1.00
71.20,3797.5,-24.6,1.00
71.25,3796.3,-24.6,1.00
71.30,3795.0,-24.6,1.00
71.35,3793.8,-24.6,1.00
71.40,3792.6,-24.6,1.00
71.45,3791.4,-24.6,1.00
71.50,3790.1,-24.6,1.00
71.55,3788.9,-24.6,1.00
71.60,3787.7,-24.6,1.00
71.65,3786.5,-24.6,1.00
71.70,3785.2,-24.6,1.00
71.75,3784.0,-24.6,1.00
71.80,3782.7,-24.6,1.00
71.85,3781.5,-24.6,1.00
71.90,3780.3,-24.6,1.00
71.95,3779.1,-24.6,1.00
72.00,3777.8,-24.6,1.00
72.05,3776.6,-24.6,1.00
72.10,3775.4,-24.6,1.00
72.15,3774.1,-24.6,1.00
72.20,3772.9,-24.6,1.00
72.25,3771.7,-24.6,1.00
72.30,3770.4,-24.6,1.00
72.35,3769.2,-24.6,1.00
72.40,3768.0,-24.6,1.00
72.45,3766.8,-24.6,1.00
72.50,3765.5,-24.6,1.00
72.55,3764.3,-24.6,1.00
72.60,3763.1,-24.6,1.00
72.65,3761.8,-24.6,1.00
72.70,3760.6,-24.6,1.00
72.75,3759.4,-24.6,1.00
72.80,3758.1,-24.6,1.00
72.85,3756.9,-24.6,1.00
72.90,3755.7,-24.6,1.00
72.95,3754.5,-24.6,1.00
73.00,3753.2,-24.6,1.00
73.05,3752.0,-24.6,1.00
73.10,3750.8,-24.6,1.00
73.15,3749.5,-24.6,1.00
73.20,3748.3,-24.6,1.00
73.25,3747.1,-24.6,1.00
73.30,3745.8,-24.6,1.00
73.35,3744.6,-24.6,1.00
73.40,3743.4,-24.6,1.00
73.45,3742.2,-24.6,1.00
73.50,3740.9,-24.6,1.00
73.55,3739.7,-24.6,1.00
73.60,3738.5,-24.6,1.00
73.65,3737.2,-24.6,1.00
73.70,3736.0,-24.6,1.00
73.75,3734.8,-24.6,1.00
73.80,3733.5,-24.6,1.00
73.85,3732.3,-24.6,1.00
73.90,3731.1,-24.6,1.00
73.95,3729.9,-24.6,1.00
74.00,3728.6,-24.6,1.00
74.05,3727.4,-24.6,1.00
74.10,3726.1,-24.6,1.00
74.15,3724.9,-24.6,1.00
74.20,3723.7,-24.6,1.00
74.25,3722.5,-24.6,1.00
74.30,3721.2,-24.6,1.00
74.35,3720.0,-24.6,1.00
74.40,3718.8,-24.6,1.00
74.45,3717.6,-24.6,1.00
74.50,3716.3,-24.6,1.00
74.55,3715.1,-24.6,1.00
74.60,3713.8,-24.6,1.00
74.65,3712.6,-24.6,1.00
74.70,3711.4,-24.6,1.00
74.75,3710.2,-24.6,1.00
74.80,3708.9,-24.6,1.00
74.85,3707.7,-24.6,1.00
74.90,3706.5,-24.6,1.00
74.95,3705.2,-24.6,1.00
75.00,3704.0,-24.6,1.00
75.05,3702.8,-24.6,1.00
75.10,3701.5,-24.6,1.00
75.15,3700.3,-24.6,1.00
75.20,3699.1,-24.6,1.00
75.25,3697.9,-24.6,1.00
75.30,3696.6,-24.6,1.00
75.35,3695.4,-24.6,1.00
75.40,3694.2,-24.6,1.00
75.45,3692.9,-24.6,1.00
75.50,3691.7,-24.6,1.00
75.55,3690.5,-24.6,1.00
75.60,3689.2,-24.6,1.00
75.65,3688.0,-24.6,1.00
75.70,3686.8,-24.6,1.00
75.75,3685.6,-24.6,1.00
75.80,3684.3,-24.6,1.00
75.85,3683.1,-24.6,1.00
75.90,3681.9,-24.6,1.00
75.95,3680.6,-24.6,1.00
76.00,3679.4,-24.6,1.00
76.05,3678.2,-24.6,1.00
76.10,3676.9,-24.6,1.00
76.15,3675.7,-24.6,1.00
76.20,3674.5,-24.6,1.00
76.25,3673.3,-24.6,1.00
76.30,3672.0,-24.6,1.00
76.35,3670.8,-24.6,1.00
76.40,3669.6,-24.6,1.00
76.45,3668.3,-24.6,1.00
76.50,3667.1,-24.6,1.00
76.55,3665.9,-24.6,1.00
76.60,3664.6,-24.6,1.00
76.65,3663.4,-24.6,1.00
76.70,3662.2,-24.6,1.00
76.75,3661.0,-24.6,1.00
76.80,3659.7,-24.6,1.00
76.85,3658.5,-24.6,1.00
76.90,3657.3,-24.6,1.00
76.95,3656.0,-24.6,1.00
77.00,3654.8,-24.6,1.00
77.05,3653.6,-24.6,1.00
77.10,3652.3,-24.6,1.00
77.15,3651.1,-24.6,1.00
77.20,3649.9,-24.6,1.00
77.25,3648.7,-24.6,1.00
77.30,3647.4,-24.6,1.00
77.35,3646.2,-24.6,1.00
77.40,3644.9,-24.6,1.00
77.45,3643.7,-24.6,1.00
77.50,3642.5,-24.6,1.00
77.55,3641.3,-24.6,1.00
77.60,3640.0,-24.6,1.00
77.65,3638.8,-24.6,1.00
77.70,3637.6,-24.6,1.00
77.75,3636.4,-24.6,1.00
77.80,3635.1,-24.6,1.00
77.85,3633.9,-24.6,1.00
77.90,3632.6,-24.6,1.00
77.95,3631.4,-24.6,1.00
78.00,3630.2,-24.6,1.00
78.05,3629.0,-24.6,1.00
78.10,3627.7,-24.6,1.00
78.15,3626.5,-24.6,1.00
78.20,3625.3,-24.6,1.00
78.25,3624.0,-24.6,1.00
78.30,3622.8,-24.6,1.00
78.35,3621.6,-24.6,1.00
78.40,3620.3,-24.6,1.00
78.45,3619.1,-24.6,1.00
78.50,3617.9,-24.6,1.00
