Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"A tracker whose fix kept changing"
Columns,"The column names below are the ones a Featherweight GPS tracker writes, so that Debrief reads this file without being told about it. No tracker recorded anything here and no receiver of any kind did: see the Synthetic row above."

UTCTIME,UNIXTIME,ALT,LAT,LON,#SATS,FIX,HORZV,VERTV,HEAD,FLAGS,>40,>32,>24,RSSI,BATT
Nov 14 2023 22:16:28.000 UTC,1700000188.000,1519,40.0000000,0.0128758,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:29.000 UTC,1700000189.000,1495,40.0000000,0.0129462,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:30.000 UTC,1700000190.000,1470,40.0000000,0.0130165,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:31.000 UTC,1700000191.000,1445,40.0000000,0.0130869,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:32.000 UTC,1700000192.000,1421,40.0000000,0.0131573,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:33.000 UTC,1700000193.000,1396,40.0000000,0.0132276,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:34.000 UTC,1700000194.000,1372,40.0000000,0.0132980,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:35.000 UTC,1700000195.000,1347,40.0000000,0.0133683,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:36.000 UTC,1700000196.000,1322,40.0000000,0.0134387,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:37.000 UTC,1700000197.000,1298,40.0000000,0.0135091,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:38.000 UTC,1700000198.000,1273,40.0000000,0.0135794,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:39.000 UTC,1700000199.000,1249,40.0000000,0.0136498,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:40.000 UTC,1700000200.000,1224,40.0000000,0.0137201,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:41.000 UTC,1700000201.000,1199,40.0000000,0.0137905,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:42.000 UTC,1700000202.000,1175,40.0000000,0.0138609,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:43.000 UTC,1700000203.000,1150,40.0000000,0.0139312,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:44.000 UTC,1700000204.000,1125,40.0000000,0.0140016,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:45.000 UTC,1700000205.000,1101,40.0000000,0.0140719,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:46.000 UTC,1700000206.000,1076,40.0000000,0.0141423,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:47.000 UTC,1700000207.000,1052,40.0000000,0.0142127,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:48.000 UTC,1700000208.000,1027,40.0000000,0.0142830,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:49.000 UTC,1700000209.000,1002,40.0000000,0.0143534,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:50.000 UTC,1700000210.000,978,40.0000000,0.0144237,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:51.000 UTC,1700000211.000,953,40.0000000,0.0144941,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:52.000 UTC,1700000212.000,929,40.0000000,0.0145645,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:53.000 UTC,1700000213.000,904,40.0000000,0.0146348,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:54.000 UTC,1700000214.000,879,40.0000000,0.0147052,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:55.000 UTC,1700000215.000,855,40.0000000,0.0147755,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:56.000 UTC,1700000216.000,830,40.0000000,0.0148459,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:57.000 UTC,1700000217.000,806,40.0000000,0.0149163,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:58.000 UTC,1700000218.000,781,40.0000000,0.0149866,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:16:59.000 UTC,1700000219.000,756,40.0000000,0.0150570,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:00.000 UTC,1700000220.000,732,40.0000000,0.0151273,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:01.000 UTC,1700000221.000,707,40.0000000,0.0151977,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:02.000 UTC,1700000222.000,683,40.0000000,0.0152681,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:03.000 UTC,1700000223.000,658,40.0000000,0.0153384,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:04.000 UTC,1700000224.000,633,40.0000000,0.0154088,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:05.000 UTC,1700000225.000,609,40.0000000,0.0154791,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:06.000 UTC,1700000226.000,584,40.0000000,0.0155495,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:07.000 UTC,1700000227.000,560,40.0000000,0.0156199,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:08.000 UTC,1700000228.000,535,40.0000000,0.0156902,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:09.000 UTC,1700000229.000,510,40.0000000,0.0157606,8,3,0,-24.6,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:10.000 UTC,1700000230.000,488,40.0000000,0.0158309,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:11.000 UTC,1700000231.000,475,40.0000000,0.0159013,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:12.000 UTC,1700000232.000,461,40.0000000,0.0159717,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:13.000 UTC,1700000233.000,447,40.0000000,0.0160420,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:14.000 UTC,1700000234.000,433,40.0000000,0.0161124,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:15.000 UTC,1700000235.000,420,40.0000000,0.0161827,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:16.000 UTC,1700000236.000,406,40.0000000,0.0162531,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:17.000 UTC,1700000237.000,392,40.0000000,0.0163235,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:18.000 UTC,1700000238.000,378,40.0000000,0.0163938,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:19.000 UTC,1700000239.000,364,40.0000000,0.0164642,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:20.000 UTC,1700000240.000,351,40.0000000,0.0165345,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:21.000 UTC,1700000241.000,337,40.0000000,0.0166049,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:22.000 UTC,1700000242.000,323,40.0000000,0.0166753,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:23.000 UTC,1700000243.000,309,40.0000000,0.0167456,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:24.000 UTC,1700000244.000,296,40.0000000,0.0168160,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:25.000 UTC,1700000245.000,282,40.0000000,0.0168863,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:26.000 UTC,1700000246.000,268,40.0000000,0.0169567,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:27.000 UTC,1700000247.000,254,40.0000000,0.0170271,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:28.000 UTC,1700000248.000,240,40.0000000,0.0170974,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:29.000 UTC,1700000249.000,227,40.0000000,0.0171678,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:30.000 UTC,1700000250.000,213,40.0000000,0.0172381,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:31.000 UTC,1700000251.000,199,40.0000000,0.0173085,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:32.000 UTC,1700000252.000,185,40.0000000,0.0173789,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:33.000 UTC,1700000253.000,172,40.0000000,0.0174492,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:34.000 UTC,1700000254.000,158,40.0000000,0.0175196,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:35.000 UTC,1700000255.000,144,40.0000000,0.0175899,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:36.000 UTC,1700000256.000,130,40.0000000,0.0176603,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:37.000 UTC,1700000257.000,116,40.0000000,0.0177306,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:38.000 UTC,1700000258.000,103,40.0000000,0.0178010,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:39.000 UTC,1700000259.000,89,40.0000000,0.0178714,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:40.000 UTC,1700000260.000,75,40.0000000,0.0179417,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:41.000 UTC,1700000261.000,61,40.0000000,0.0180121,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:42.000 UTC,1700000262.000,47,40.0000000,0.0180824,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:43.000 UTC,1700000263.000,34,40.0000000,0.0181528,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:44.000 UTC,1700000264.000,20,40.0000000,0.0182232,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
Nov 14 2023 22:17:45.000 UTC,1700000265.000,6,40.0000000,0.0182935,8,3,0,-13.8,90,0x03,2,2,3,180,4.010
