Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"the sustainer half of the same staged launch, on a second altimeter"
Stage,"sustainer"
Columns,"The column names below are the ones an Eggtimer Classic writes, so that Debrief reads this file without being told about it. No Eggtimer recorded anything here and no device of any kind did: see the Synthetic row above."

T,Alt,VRaw,VFilt
40.05,10422.6,-65.6,-65.6
40.10,10419.4,-65.6,-65.6
40.15,10416.1,-65.6,-65.6
40.20,10412.8,-65.6,-65.6
40.25,10409.5,-65.6,-65.6
40.30,10406.2,-65.6,-65.6
40.35,10403.0,-65.6,-65.6
40.40,10399.7,-65.6,-65.6
40.45,10396.4,-65.6,-65.6
40.50,10393.1,-65.6,-65.6
40.55,10389.8,-65.6,-65.6
40.60,10386.5,-65.6,-65.6
40.65,10383.3,-65.6,-65.6
40.70,10380.0,-65.6,-65.6
40.75,10376.7,-65.6,-65.6
40.80,10373.4,-65.6,-65.6
40.85,10370.1,-65.6,-65.6
40.90,10366.9,-65.6,-65.6
40.95,10363.6,-65.6,-65.6
41.00,10360.3,-65.6,-65.6
41.05,10357.0,-65.6,-65.6
41.10,10353.7,-65.6,-65.6
41.15,10350.5,-65.6,-65.6
41.20,10347.2,-65.6,-65.6
41.25,10343.9,-65.6,-65.6
41.30,10340.6,-65.6,-65.6
41.35,10337.3,-65.6,-65.6
41.40,10334.1,-65.6,-65.6
41.45,10330.8,-65.6,-65.6
41.50,10327.5,-65.6,-65.6
41.55,10324.2,-65.6,-65.6
41.60,10320.9,-65.6,-65.6
41.65,10317.7,-65.6,-65.6
41.70,10314.4,-65.6,-65.6
41.75,10311.1,-65.6,-65.6
41.80,10307.8,-65.6,-65.6
41.85,10304.5,-65.6,-65.6
41.90,10301.2,-65.6,-65.6
41.95,10298.0,-65.6,-65.6
42.00,10294.7,-65.6,-65.6
42.05,10291.4,-65.6,-65.6
42.10,10288.1,-65.6,-65.6
42.15,10284.8,-65.6,-65.6
42.20,10281.6,-65.6,-65.6
42.25,10278.3,-65.6,-65.6
42.30,10275.0,-65.6,-65.6
42.35,10271.7,-65.6,-65.6
42.40,10268.4,-65.6,-65.6
42.45,10265.2,-65.6,-65.6
42.50,10261.9,-65.6,-65.6
42.55,10258.6,-65.6,-65.6
42.60,10255.3,-65.6,-65.6
42.65,10252.0,-65.6,-65.6
42.70,10248.8,-65.6,-65.6
42.75,10245.5,-65.6,-65.6
42.80,10242.2,-65.6,-65.6
42.85,10238.9,-65.6,-65.6
42.90,10235.6,-65.6,-65.6
42.95,10232.3,-65.6,-65.6
43.00,10229.1,-65.6,-65.6
43.05,10225.8,-65.6,-65.6
43.10,10222.5,-65.6,-65.6
43.15,10219.2,-65.6,-65.6
43.20,10215.9,-65.6,-65.6
43.25,10212.7,-65.6,-65.6
43.30,10209.4,-65.6,-65.6
43.35,10206.1,-65.6,-65.6
43.40,10202.8,-65.6,-65.6
43.45,10199.5,-65.6,-65.6
43.50,10196.3,-65.6,-65.6
43.55,10193.0,-65.6,-65.6
43.60,10189.7,-65.6,-65.6
43.65,10186.4,-65.6,-65.6
43.70,10183.1,-65.6,-65.6
43.75,10179.9,-65.6,-65.6
43.80,10176.6,-65.6,-65.6
43.85,10173.3,-65.6,-65.6
43.90,10170.0,-65.6,-65.6
43.95,10166.7,-65.6,-65.6
44.00,10163.5,-65.6,-65.6
44.05,10160.2,-65.6,-65.6
44.10,10156.9,-65.6,-65.6
44.15,10153.6,-65.6,-65.6
44.20,10150.3,-65.6,-65.6
44.25,10147.0,-65.6,-65.6
44.30,10143.8,-65.6,-65.6
44.35,10140.5,-65.6,-65.6
44.40,10137.2,-65.6,-65.6
44.45,10133.9,-65.6,-65.6
44.50,10130.6,-65.6,-65.6
44.55,10127.4,-65.6,-65.6
44.60,10124.1,-65.6,-65.6
44.65,10120.8,-65.6,-65.6
44.70,10117.5,-65.6,-65.6
44.75,10114.2,-65.6,-65.6
44.80,10111.0,-65.6,-65.6
44.85,10107.7,-65.6,-65.6
44.90,10104.4,-65.6,-65.6
44.95,10101.1,-65.6,-65.6
45.00,10097.8,-65.6,-65.6
45.05,10094.6,-65.6,-65.6
45.10,10091.3,-65.6,-65.6
45.15,10088.0,-65.6,-65.6
45.20,10084.7,-65.6,-65.6
45.25,10081.4,-65.6,-65.6
45.30,10078.1,-65.6,-65.6
45.35,10074.9,-65.6,-65.6
45.40,10071.6,-65.6,-65.6
45.45,10068.3,-65.6,-65.6
45.50,10065.0,-65.6,-65.6
45.55,10061.7,-65.6,-65.6
45.60,10058.5,-65.6,-65.6
45.65,10055.2,-65.6,-65.6
45.70,10051.9,-65.6,-65.6
45.75,10048.6,-65.6,-65.6
45.80,10045.3,-65.6,-65.6
45.85,10042.1,-65.6,-65.6
45.90,10038.8,-65.6,-65.6
45.95,10035.5,-65.6,-65.6
46.00,10032.2,-65.6,-65.6
46.05,10028.9,-65.6,-65.6
46.10,10025.7,-65.6,-65.6
46.15,10022.4,-65.6,-65.6
46.20,10019.1,-65.6,-65.6
46.25,10015.8,-65.6,-65.6
46.30,10012.5,-65.6,-65.6
46.35,10009.3,-65.6,-65.6
46.40,10006.0,-65.6,-65.6
46.45,10002.7,-65.6,-65.6
46.50,9999.4,-65.6,-65.6
46.55,9996.1,-65.6,-65.6
46.60,9992.8,-65.6,-65.6
46.65,9989.6,-65.6,-65.6
46.70,9986.3,-65.6,-65.6
46.75,9983.0,-65.6,-65.6
46.80,9979.7,-65.6,-65.6
46.85,9976.4,-65.6,-65.6
46.90,9973.2,-65.6,-65.6
46.95,9969.9,-65.6,-65.6
47.00,9966.6,-65.6,-65.6
47.05,9963.3,-65.6,-65.6
47.10,9960.0,-65.6,-65.6
47.15,9956.8,-65.6,-65.6
47.20,9953.5,-65.6,-65.6
47.25,9950.2,-65.6,-65.6
47.30,9946.9,-65.6,-65.6
47.35,9943.6,-65.6,-65.6
47.40,9940.4,-65.6,-65.6
47.45,9937.1,-65.6,-65.6
47.50,9933.8,-65.6,-65.6
47.55,9930.5,-65.6,-65.6
47.60,9927.2,-65.6,-65.6
47.65,9924.0,-65.6,-65.6
47.70,9920.7,-65.6,-65.6
47.75,9917.4,-65.6,-65.6
47.80,9914.1,-65.6,-65.6
47.85,9910.8,-65.6,-65.6
47.90,9907.5,-65.6,-65.6
47.95,9904.3,-65.6,-65.6
48.00,9901.0,-65.6,-65.6
48.05,9897.7,-65.6,-65.6
48.10,9894.4,-65.6,-65.6
48.15,9891.1,-65.6,-65.6
48.20,9887.9,-65.6,-65.6
48.25,9884.6,-65.6,-65.6
48.30,9881.3,-65.6,-65.6
48.35,9878.0,-65.6,-65.6
48.40,9874.7,-65.6,-65.6
48.45,9871.5,-65.6,-65.6
48.50,9868.2,-65.6,-65.6
48.55,9864.9,-65.6,-65.6
48.60,9861.6,-65.6,-65.6
48.65,9858.3,-65.6,-65.6
48.70,9855.1,-65.6,-65.6
48.75,9851.8,-65.6,-65.6
48.80,9848.5,-65.6,-65.6
48.85,9845.2,-65.6,-65.6
48.90,9841.9,-65.6,-65.6
48.95,9838.6,-65.6,-65.6
49.00,9835.4,-65.6,-65.6
49.05,9832.1,-65.6,-65.6
49.10,9828.8,-65.6,-65.6
49.15,9825.5,-65.6,-65.6
49.20,9822.2,-65.6,-65.6
49.25,9819.0,-65.6,-65.6
49.30,9815.7,-65.6,-65.6
49.35,9812.4,-65.6,-65.6
49.40,9809.1,-65.6,-65.6
49.45,9805.8,-65.6,-65.6
49.50,9802.6,-65.6,-65.6
49.55,9799.3,-65.6,-65.6
49.60,9796.0,-65.6,-65.6
49.65,9792.7,-65.6,-65.6
49.70,9789.4,-65.6,-65.6
49.75,9786.2,-65.6,-65.6
49.80,9782.9,-65.6,-65.6
49.85,9779.6,-65.6,-65.6
49.90,9776.3,-65.6,-65.6
49.95,9773.0,-65.6,-65.6
50.00,9769.8,-65.6,-65.6
50.05,9766.5,-65.6,-65.6
50.10,9763.2,-65.6,-65.6
50.15,9759.9,-65.6,-65.6
50.20,9756.6,-65.6,-65.6
50.25,9753.3,-65.6,-65.6
50.30,9750.1,-65.6,-65.6
50.35,9746.8,-65.6,-65.6
50.40,9743.5,-65.6,-65.6
50.45,9740.2,-65.6,-65.6
50.50,9736.9,-65.6,-65.6
50.55,9733.7,-65.6,-65.6
50.60,9730.4,-65.6,-65.6
50.65,9727.1,-65.6,-65.6
50.70,9723.8,-65.6,-65.6
50.75,9720.5,-65.6,-65.6
50.80,9717.3,-65.6,-65.6
50.85,9714.0,-65.6,-65.6
50.90,9710.7,-65.6,-65.6
50.95,9707.4,-65.6,-65.6
51.00,9704.1,-65.6,-65.6
51.05,9700.9,-65.6,-65.6
51.10,9697.6,-65.6,-65.6
51.15,9694.3,-65.6,-65.6
51.20,9691.0,-65.6,-65.6
51.25,9687.7,-65.6,-65.6
51.30,9684.4,-65.6,-65.6
51.35,9681.2,-65.6,-65.6
51.40,9677.9,-65.6,-65.6
51.45,9674.6,-65.6,-65.6
51.50,9671.3,-65.6,-65.6
51.55,9668.0,-65.6,-65.6
51.60,9664.8,-65.6,-65.6
51.65,9661.5,-65.6,-65.6
51.70,9658.2,-65.6,-65.6
51.75,9654.9,-65.6,-65.6
51.80,9651.6,-65.6,-65.6
51.85,9648.4,-65.6,-65.6
51.90,9645.1,-65.6,-65.6
51.95,9641.8,-65.6,-65.6
52.00,9638.5,-65.6,-65.6
52.05,9635.2,-65.6,-65.6
52.10,9632.0,-65.6,-65.6
52.15,9628.7,-65.6,-65.6
52.20,9625.4,-65.6,-65.6
52.25,9622.1,-65.6,-65.6
52.30,9618.8,-65.6,-65.6
52.35,9615.6,-65.6,-65.6
52.40,9612.3,-65.6,-65.6
52.45,9609.0,-65.6,-65.6
52.50,9605.7,-65.6,-65.6
52.55,9602.4,-65.6,-65.6
52.60,9599.1,-65.6,-65.6
52.65,9595.9,-65.6,-65.6
52.70,9592.6,-65.6,-65.6
52.75,9589.3,-65.6,-65.6
52.80,9586.0,-65.6,-65.6
52.85,9582.7,-65.6,-65.6
52.90,9579.5,-65.6,-65.6
52.95,9576.2,-65.6,-65.6
53.00,9572.9,-65.6,-65.6
53.05,9569.6,-65.6,-65.6
53.10,9566.3,-65.6,-65.6
53.15,9563.1,-65.6,-65.6
53.20,9559.8,-65.6,-65.6
53.25,9556.5,-65.6,-65.6
53.30,9553.2,-65.6,-65.6
53.35,9549.9,-65.6,-65.6
53.40,9546.7,-65.6,-65.6
53.45,9543.4,-65.6,-65.6
53.50,9540.1,-65.6,-65.6
53.55,9536.8,-65.6,-65.6
53.60,9533.5,-65.6,-65.6
53.65,9530.2,-65.6,-65.6
53.70,9527.0,-65.6,-65.6
53.75,9523.7,-65.6,-65.6
53.80,9520.4,-65.6,-65.6
53.85,9517.1,-65.6,-65.6
53.90,9513.8,-65.6,-65.6
53.95,9510.6,-65.6,-65.6
54.00,9507.3,-65.6,-65.6
54.05,9504.0,-65.6,-65.6
54.10,9500.7,-65.6,-65.6
54.15,9497.4,-65.6,-65.6
54.20,9494.2,-65.6,-65.6
54.25,9490.9,-65.6,-65.6
54.30,9487.6,-65.6,-65.6
54.35,9484.3,-65.6,-65.6
54.40,9481.0,-65.6,-65.6
54.45,9477.8,-65.6,-65.6
54.50,9474.5,-65.6,-65.6
54.55,9471.2,-65.6,-65.6
54.60,9467.9,-65.6,-65.6
54.65,9464.6,-65.6,-65.6
54.70,9461.4,-65.6,-65.6
54.75,9458.1,-65.6,-65.6
54.80,9454.8,-65.6,-65.6
54.85,9451.5,-65.6,-65.6
54.90,9448.2,-65.6,-65.6
54.95,9444.9,-65.6,-65.6
55.00,9441.7,-65.6,-65.6
55.05,9438.4,-65.6,-65.6
55.10,9435.1,-65.6,-65.6
55.15,9431.8,-65.6,-65.6
55.20,9428.5,-65.6,-65.6
55.25,9425.3,-65.6,-65.6
55.30,9422.0,-65.6,-65.6
55.35,9418.7,-65.6,-65.6
55.40,9415.4,-65.6,-65.6
55.45,9412.1,-65.6,-65.6
55.50,9408.9,-65.6,-65.6
55.55,9405.6,-65.6,-65.6
55.60,9402.3,-65.6,-65.6
55.65,9399.0,-65.6,-65.6
55.70,9395.7,-65.6,-65.6
55.75,9392.5,-65.6,-65.6
55.80,9389.2,-65.6,-65.6
55.85,9385.9,-65.6,-65.6
55.90,9382.6,-65.6,-65.6
55.95,9379.3,-65.6,-65.6
56.00,9376.0,-65.6,-65.6
56.05,9372.8,-65.6,-65.6
56.10,9369.5,-65.6,-65.6
56.15,9366.2,-65.6,-65.6
56.20,9362.9,-65.6,-65.6
56.25,9359.6,-65.6,-65.6
56.30,9356.4,-65.6,-65.6
56.35,9353.1,-65.6,-65.6
56.40,9349.8,-65.6,-65.6
56.45,9346.5,-65.6,-65.6
56.50,9343.2,-65.6,-65.6
56.55,9340.0,-65.6,-65.6
56.60,9336.7,-65.6,-65.6
56.65,9333.4,-65.6,-65.6
56.70,9330.1,-65.6,-65.6
56.75,9326.8,-65.6,-65.6
56.80,9323.6,-65.6,-65.6
56.85,9320.3,-65.6,-65.6
56.90,9317.0,-65.6,-65.6
56.95,9313.7,-65.6,-65.6
57.00,9310.4,-65.6,-65.6
57.05,9307.2,-65.6,-65.6
57.10,9303.9,-65.6,-65.6
57.15,9300.6,-65.6,-65.6
57.20,9297.3,-65.6,-65.6
57.25,9294.0,-65.6,-65.6
57.30,9290.7,-65.6,-65.6
57.35,9287.5,-65.6,-65.6
57.40,9284.2,-65.6,-65.6
57.45,9280.9,-65.6,-65.6
57.50,9277.6,-65.6,-65.6
57.55,9274.3,-65.6,-65.6
57.60,9271.1,-65.6,-65.6
57.65,9267.8,-65.6,-65.6
57.70,9264.5,-65.6,-65.6
57.75,9261.2,-65.6,-65.6
57.80,9257.9,-65.6,-65.6
57.85,9254.7,-65.6,-65.6
57.90,9251.4,-65.6,-65.6
57.95,9248.1,-65.6,-65.6
58.00,9244.8,-65.6,-65.6
58.05,9241.5,-65.6,-65.6
58.10,9238.3,-65.6,-65.6
58.15,9235.0,-65.6,-65.6
58.20,9231.7,-65.6,-65.6
58.25,9228.4,-65.6,-65.6
58.30,9225.1,-65.6,-65.6
58.35,9221.9,-65.6,-65.6
58.40,9218.6,-65.6,-65.6
58.45,9215.3,-65.6,-65.6
58.50,9212.0,-65.6,-65.6
58.55,9208.7,-65.6,-65.6
58.60,9205.4,-65.6,-65.6
58.65,9202.2,-65.6,-65.6
58.70,9198.9,-65.6,-65.6
58.75,9195.6,-65.6,-65.6
58.80,9192.3,-65.6,-65.6
58.85,9189.0,-65.6,-65.6
58.90,9185.8,-65.6,-65.6
58.95,9182.5,-65.6,-65.6
59.00,9179.2,-65.6,-65.6
59.05,9175.9,-65.6,-65.6
59.10,9172.6,-65.6,-65.6
59.15,9169.4,-65.6,-65.6
59.20,9166.1,-65.6,-65.6
59.25,9162.8,-65.6,-65.6
59.30,9159.5,-65.6,-65.6
59.35,9156.2,-65.6,-65.6
59.40,9153.0,-65.6,-65.6
59.45,9149.7,-65.6,-65.6
59.50,9146.4,-65.6,-65.6
59.55,9143.1,-65.6,-65.6
59.60,9139.8,-65.6,-65.6
59.65,9136.5,-65.6,-65.6
59.70,9133.3,-65.6,-65.6
59.75,9130.0,-65.6,-65.6
59.80,9126.7,-65.6,-65.6
59.85,9123.4,-65.6,-65.6
59.90,9120.1,-65.6,-65.6
59.95,9116.9,-65.6,-65.6
60.00,9113.6,-65.6,-65.6
60.05,9110.3,-65.6,-65.6
60.10,9107.0,-65.6,-65.6
60.15,9103.7,-65.6,-65.6
60.20,9100.5,-65.6,-65.6
60.25,9097.2,-65.6,-65.6
60.30,9093.9,-65.6,-65.6
60.35,9090.6,-65.6,-65.6
60.40,9087.3,-65.6,-65.6
60.45,9084.1,-65.6,-65.6
60.50,9080.8,-65.6,-65.6
60.55,9077.5,-65.6,-65.6
60.60,9074.2,-65.6,-65.6
60.65,9070.9,-65.6,-65.6
60.70,9067.7,-65.6,-65.6
60.75,9064.4,-65.6,-65.6
60.80,9061.1,-65.6,-65.6
60.85,9057.8,-65.6,-65.6
60.90,9054.5,-65.6,-65.6
60.95,9051.2,-65.6,-65.6
61.00,9048.0,-65.6,-65.6
61.05,9044.7,-65.6,-65.6
61.10,9041.4,-65.6,-65.6
61.15,9038.1,-65.6,-65.6
61.20,9034.8,-65.6,-65.6
61.25,9031.6,-65.6,-65.6
61.30,9028.3,-65.6,-65.6
61.35,9025.0,-65.6,-65.6
61.40,9021.7,-65.6,-65.6
61.45,9018.4,-65.6,-65.6
61.50,9015.2,-65.6,-65.6
61.55,9011.9,-65.6,-65.6
61.60,9008.6,-65.6,-65.6
61.65,9005.3,-65.6,-65.6
61.70,9002.0,-65.6,-65.6
61.75,8998.8,-65.6,-65.6
61.80,8995.5,-65.6,-65.6
61.85,8992.2,-65.6,-65.6
61.90,8988.9,-65.6,-65.6
61.95,8985.6,-65.6,-65.6
62.00,8982.3,-65.6,-65.6
62.05,8979.1,-65.6,-65.6
62.10,8975.8,-65.6,-65.6
62.15,8972.5,-65.6,-65.6
62.20,8969.2,-65.6,-65.6
62.25,8965.9,-65.6,-65.6
62.30,8962.7,-65.6,-65.6
62.35,8959.4,-65.6,-65.6
62.40,8956.1,-65.6,-65.6
62.45,8952.8,-65.6,-65.6
62.50,8949.5,-65.6,-65.6
62.55,8946.3,-65.6,-65.6
62.60,8943.0,-65.6,-65.6
62.65,8939.7,-65.6,-65.6
62.70,8936.4,-65.6,-65.6
62.75,8933.1,-65.6,-65.6
62.80,8929.9,-65.6,-65.6
62.85,8926.6,-65.6,-65.6
62.90,8923.3,-65.6,-65.6
62.95,8920.0,-65.6,-65.6
63.00,8916.7,-65.6,-65.6
63.05,8913.5,-65.6,-65.6
63.10,8910.2,-65.6,-65.6
63.15,8906.9,-65.6,-65.6
63.20,8903.6,-65.6,-65.6
63.25,8900.3,-65.6,-65.6
63.30,8897.0,-65.6,-65.6
63.35,8893.8,-65.6,-65.6
63.40,8890.5,-65.6,-65.6
63.45,8887.2,-65.6,-65.6
63.50,8883.9,-65.6,-65.6
63.55,8880.6,-65.6,-65.6
63.60,8877.4,-65.6,-65.6
63.65,8874.1,-65.6,-65.6
63.70,8870.8,-65.6,-65.6
63.75,8867.5,-65.6,-65.6
63.80,8864.2,-65.6,-65.6
63.85,8861.0,-65.6,-65.6
63.90,8857.7,-65.6,-65.6
63.95,8854.4,-65.6,-65.6
64.00,8851.1,-65.6,-65.6
64.05,8847.8,-65.6,-65.6
64.10,8844.6,-65.6,-65.6
64.15,8841.3,-65.6,-65.6
64.20,8838.0,-65.6,-65.6
64.25,8834.7,-65.6,-65.6
64.30,8831.4,-65.6,-65.6
64.35,8828.1,-65.6,-65.6
64.40,8824.9,-65.6,-65.6
64.45,8821.6,-65.6,-65.6
64.50,8818.3,-65.6,-65.6
64.55,8815.0,-65.6,-65.6
64.60,8811.7,-65.6,-65.6
64.65,8808.5,-65.6,-65.6
64.70,8805.2,-65.6,-65.6
64.75,8801.9,-65.6,-65.6
64.80,8798.6,-65.6,-65.6
64.85,8795.3,-65.6,-65.6
64.90,8792.1,-65.6,-65.6
64.95,8788.8,-65.6,-65.6
65.00,8785.5,-65.6,-65.6
65.05,8782.2,-65.6,-65.6
65.10,8778.9,-65.6,-65.6
65.15,8775.7,-65.6,-65.6
65.20,8772.4,-65.6,-65.6
65.25,8769.1,-65.6,-65.6
65.30,8765.8,-65.6,-65.6
65.35,8762.5,-65.6,-65.6
65.40,8759.3,-65.6,-65.6
65.45,8756.0,-65.6,-65.6
65.50,8752.7,-65.6,-65.6
65.55,8749.4,-65.6,-65.6
65.60,8746.1,-65.6,-65.6
65.65,8742.8,-65.6,-65.6
65.70,8739.6,-65.6,-65.6
65.75,8736.3,-65.6,-65.6
65.80,8733.0,-65.6,-65.6
65.85,8729.7,-65.6,-65.6
65.90,8726.4,-65.6,-65.6
65.95,8723.2,-65.6,-65.6
66.00,8719.9,-65.6,-65.6
66.05,8716.6,-65.6,-65.6
66.10,8713.3,-65.6,-65.6
66.15,8710.0,-65.6,-65.6
66.20,8706.8,-65.6,-65.6
66.25,8703.5,-65.6,-65.6
66.30,8700.2,-65.6,-65.6
66.35,8696.9,-65.6,-65.6
66.40,8693.6,-65.6,-65.6
66.45,8690.4,-65.6,-65.6
66.50,8687.1,-65.6,-65.6
66.55,8683.8,-65.6,-65.6
66.60,8680.5,-65.6,-65.6
66.65,8677.2,-65.6,-65.6
66.70,8674.0,-65.6,-65.6
66.75,8670.7,-65.6,-65.6
66.80,8667.4,-65.6,-65.6
66.85,8664.1,-65.6,-65.6
66.90,8660.8,-65.6,-65.6
66.95,8657.5,-65.6,-65.6
67.00,8654.3,-65.6,-65.6
67.05,8651.0,-65.6,-65.6
67.10,8647.7,-65.6,-65.6
67.15,8644.4,-65.6,-65.6
67.20,8641.1,-65.6,-65.6
67.25,8637.9,-65.6,-65.6
67.30,8634.6,-65.6,-65.6
67.35,8631.3,-65.6,-65.6
67.40,8628.0,-65.6,-65.6
67.45,8624.7,-65.6,-65.6
67.50,8621.5,-65.6,-65.6
67.55,8618.2,-65.6,-65.6
67.60,8614.9,-65.6,-65.6
67.65,8611.6,-65.6,-65.6
67.70,8608.3,-65.6,-65.6
67.75,8605.1,-65.6,-65.6
67.80,8601.8,-65.6,-65.6
67.85,8598.5,-65.6,-65.6
67.90,8595.2,-65.6,-65.6
67.95,8591.9,-65.6,-65.6
68.00,8588.6,-65.6,-65.6
68.05,8585.4,-65.6,-65.6
68.10,8582.1,-65.6,-65.6
68.15,8578.8,-65.6,-65.6
68.20,8575.5,-65.6,-65.6
68.25,8572.2,-65.6,-65.6
68.30,8569.0,-65.6,-65.6
68.35,8565.7,-65.6,-65.6
68.40,8562.4,-65.6,-65.6
68.45,8559.1,-65.6,-65.6
68.50,8555.8,-65.6,-65.6
68.55,8552.6,-65.6,-65.6
68.60,8549.3,-65.6,-65.6
68.65,8546.0,-65.6,-65.6
68.70,8542.7,-65.6,-65.6
68.75,8539.4,-65.6,-65.6
68.80,8536.2,-65.6,-65.6
68.85,8532.9,-65.6,-65.6
68.90,8529.6,-65.6,-65.6
68.95,8526.3,-65.6,-65.6
69.00,8523.0,-65.6,-65.6
69.05,8519.8,-65.6,-65.6
69.10,8516.5,-65.6,-65.6
69.15,8513.2,-65.6,-65.6
69.20,8509.9,-65.6,-65.6
69.25,8506.6,-65.6,-65.6
69.30,8503.3,-65.6,-65.6
69.35,8500.1,-65.6,-65.6
69.40,8496.8,-65.6,-65.6
69.45,8493.5,-65.6,-65.6
69.50,8490.2,-65.6,-65.6
69.55,8486.9,-65.6,-65.6
69.60,8483.7,-65.6,-65.6
69.65,8480.4,-65.6,-65.6
69.70,8477.1,-65.6,-65.6
69.75,8473.8,-65.6,-65.6
69.80,8470.5,-65.6,-65.6
69.85,8467.3,-65.6,-65.6
69.90,8464.0,-65.6,-65.6
69.95,8460.7,-65.6,-65.6
70.00,8457.4,-65.6,-65.6
70.05,8454.1,-65.6,-65.6
70.10,8450.9,-65.6,-65.6
70.15,8447.6,-65.6,-65.6
70.20,8444.3,-65.6,-65.6
70.25,8441.0,-65.6,-65.6
70.30,8437.7,-65.6,-65.6
70.35,8434.4,-65.6,-65.6
70.40,8431.2,-65.6,-65.6
70.45,8427.9,-65.6,-65.6
70.50,8424.6,-65.6,-65.6
70.55,8421.3,-65.6,-65.6
70.60,8418.0,-65.6,-65.6
70.65,8414.8,-65.6,-65.6
70.70,8411.5,-65.6,-65.6
70.75,8408.2,-65.6,-65.6
70.80,8404.9,-65.6,-65.6
70.85,8401.6,-65.6,-65.6
70.90,8398.4,-65.6,-65.6
70.95,8395.1,-65.6,-65.6
71.00,8391.8,-65.6,-65.6
71.05,8388.5,-65.6,-65.6
71.10,8385.2,-65.6,-65.6
71.15,8382.0,-65.6,-65.6
71.20,8378.7,-65.6,-65.6
71.25,8375.4,-65.6,-65.6
71.30,8372.1,-65.6,-65.6
71.35,8368.8,-65.6,-65.6
71.40,8365.6,-65.6,-65.6
71.45,8362.3,-65.6,-65.6
71.50,8359.0,-65.6,-65.6
71.55,8355.7,-65.6,-65.6
71.60,8352.4,-65.6,-65.6
71.65,8349.1,-65.6,-65.6
71.70,8345.9,-65.6,-65.6
71.75,8342.6,-65.6,-65.6
71.80,8339.3,-65.6,-65.6
71.85,8336.0,-65.6,-65.6
71.90,8332.7,-65.6,-65.6
71.95,8329.5,-65.6,-65.6
72.00,8326.2,-65.6,-65.6
72.05,8322.9,-65.6,-65.6
72.10,8319.6,-65.6,-65.6
72.15,8316.3,-65.6,-65.6
72.20,8313.1,-65.6,-65.6
72.25,8309.8,-65.6,-65.6
72.30,8306.5,-65.6,-65.6
72.35,8303.2,-65.6,-65.6
72.40,8299.9,-65.6,-65.6
72.45,8296.7,-65.6,-65.6
72.50,8293.4,-65.6,-65.6
72.55,8290.1,-65.6,-65.6
72.60,8286.8,-65.6,-65.6
72.65,8283.5,-65.6,-65.6
72.70,8280.2,-65.6,-65.6
72.75,8277.0,-65.6,-65.6
72.80,8273.7,-65.6,-65.6
72.85,8270.4,-65.6,-65.6
72.90,8267.1,-65.6,-65.6
72.95,8263.8,-65.6,-65.6
73.00,8260.6,-65.6,-65.6
73.05,8257.3,-65.6,-65.6
73.10,8254.0,-65.6,-65.6
73.15,8250.7,-65.6,-65.6
73.20,8247.4,-65.6,-65.6
73.25,8244.2,-65.6,-65.6
73.30,8240.9,-65.6,-65.6
73.35,8237.6,-65.6,-65.6
73.40,8234.3,-65.6,-65.6
73.45,8231.0,-65.6,-65.6
73.50,8227.8,-65.6,-65.6
73.55,8224.5,-65.6,-65.6
73.60,8221.2,-65.6,-65.6
73.65,8217.9,-65.6,-65.6
73.70,8214.6,-65.6,-65.6
73.75,8211.4,-65.6,-65.6
73.80,8208.1,-65.6,-65.6
73.85,8204.8,-65.6,-65.6
73.90,8201.5,-65.6,-65.6
73.95,8198.2,-65.6,-65.6
74.00,8194.9,-65.6,-65.6
74.05,8191.7,-65.6,-65.6
74.10,8188.4,-65.6,-65.6
74.15,8185.1,-65.6,-65.6
74.20,8181.8,-65.6,-65.6
74.25,8178.5,-65.6,-65.6
74.30,8175.3,-65.6,-65.6
74.35,8172.0,-65.6,-65.6
74.40,8168.7,-65.6,-65.6
74.45,8165.4,-65.6,-65.6
74.50,8162.1,-65.6,-65.6
74.55,8158.9,-65.6,-65.6
74.60,8155.6,-65.6,-65.6
74.65,8152.3,-65.6,-65.6
74.70,8149.0,-65.6,-65.6
74.75,8145.7,-65.6,-65.6
74.80,8142.5,-65.6,-65.6
74.85,8139.2,-65.6,-65.6
74.90,8135.9,-65.6,-65.6
74.95,8132.6,-65.6,-65.6
75.00,8129.3,-65.6,-65.6
75.05,8126.0,-65.6,-65.6
75.10,8122.8,-65.6,-65.6
75.15,8119.5,-65.6,-65.6
75.20,8116.2,-65.6,-65.6
75.25,8112.9,-65.6,-65.6
75.30,8109.6,-65.6,-65.6
75.35,8106.4,-65.6,-65.6
75.40,8103.1,-65.6,-65.6
75.45,8099.8,-65.6,-65.6
75.50,8096.5,-65.6,-65.6
75.55,8093.2,-65.6,-65.6
75.60,8090.0,-65.6,-65.6
75.65,8086.7,-65.6,-65.6
75.70,8083.4,-65.6,-65.6
75.75,8080.1,-65.6,-65.6
75.80,8076.8,-65.6,-65.6
75.85,8073.6,-65.6,-65.6
75.90,8070.3,-65.6,-65.6
75.95,8067.0,-65.6,-65.6
76.00,8063.7,-65.6,-65.6
76.05,8060.4,-65.6,-65.6
76.10,8057.2,-65.6,-65.6
76.15,8053.9,-65.6,-65.6
76.20,8050.6,-65.6,-65.6
76.25,8047.3,-65.6,-65.6
