Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
38.80,5061.0,-24.6,-24.6
38.85,5059.8,-24.6,-24.6
38.90,5058.6,-24.6,-24.6
38.95,5057.3,-24.6,-24.6
39.00,5056.1,-24.6,-24.6
39.05,5054.9,-24.6,-24.6
39.10,5053.6,-24.6,-24.6
39.15,5052.4,-24.6,-24.6
39.20,5051.2,-24.6,-24.6
39.25,5049.9,-24.6,-24.6
39.30,5048.7,-24.6,-24.6
39.35,5047.5,-24.6,-24.6
39.40,5046.3,-24.6,-24.6
39.45,5045.0,-24.6,-24.6
39.50,5043.8,-24.6,-24.6
39.55,5042.6,-24.6,-24.6
39.60,5041.3,-24.6,-24.6
39.65,5040.1,-24.6,-24.6
39.70,5038.9,-24.6,-24.6
39.75,5037.6,-24.6,-24.6
39.80,5036.4,-24.6,-24.6
39.85,5035.2,-24.6,-24.6
39.90,5034.0,-24.6,-24.6
39.95,5032.7,-24.6,-24.6
40.00,5031.5,-24.6,-24.6
40.05,5030.2,-24.6,-24.6
40.10,5029.0,-24.6,-24.6
40.15,5027.8,-24.6,-24.6
40.20,5026.6,-24.6,-24.6
40.25,5025.3,-24.6,-24.6
40.30,5024.1,-24.6,-24.6
40.35,5022.9,-24.6,-24.6
40.40,5021.7,-24.6,-24.6
40.45,5020.4,-24.6,-24.6
40.50,5019.2,-24.6,-24.6
40.55,5017.9,-24.6,-24.6
40.60,5016.7,-24.6,-24.6
40.65,5015.5,-24.6,-24.6
40.70,5014.3,-24.6,-24.6
40.75,5013.0,-24.6,-24.6
40.80,5011.8,-24.6,-24.6
40.85,5010.6,-24.6,-24.6
40.90,5009.4,-24.6,-24.6
40.95,5008.1,-24.6,-24.6
41.00,5006.9,-24.6,-24.6
41.05,5005.6,-24.6,-24.6
41.10,5004.4,-24.6,-24.6
41.15,5003.2,-24.6,-24.6
41.20,5002.0,-24.6,-24.6
41.25,5000.7,-24.6,-24.6
41.30,4999.5,-24.6,-24.6
41.35,4998.3,-24.6,-24.6
41.40,4997.0,-24.6,-24.6
41.45,4995.8,-24.6,-24.6
41.50,4994.6,-24.6,-24.6
41.55,4993.3,-24.6,-24.6
41.60,4992.1,-24.6,-24.6
41.65,4990.9,-24.6,-24.6
41.70,4989.7,-24.6,-24.6
41.75,4988.4,-24.6,-24.6
41.80,4987.2,-24.6,-24.6
41.85,4986.0,-24.6,-24.6
41.90,4984.7,-24.6,-24.6
41.95,4983.5,-24.6,-24.6
42.00,4982.3,-24.6,-24.6
42.05,4981.0,-24.6,-24.6
42.10,4979.8,-24.6,-24.6
42.15,4978.6,-24.6,-24.6
42.20,4977.4,-24.6,-24.6
42.25,4976.1,-24.6,-24.6
42.30,4974.9,-24.6,-24.6
42.35,4973.7,-24.6,-24.6
42.40,4972.4,-24.6,-24.6
42.45,4971.2,-24.6,-24.6
42.50,4970.0,-24.6,-24.6
42.55,4968.7,-24.6,-24.6
42.60,4967.5,-24.6,-24.6
42.65,4966.3,-24.6,-24.6
42.70,4965.1,-24.6,-24.6
42.75,4963.8,-24.6,-24.6
42.80,4962.6,-24.6,-24.6
42.85,4961.4,-24.6,-24.6
42.90,4960.1,-24.6,-24.6
42.95,4958.9,-24.6,-24.6
43.00,4957.7,-24.6,-24.6
43.05,4956.4,-24.6,-24.6
43.10,4955.2,-24.6,-24.6
43.15,4954.0,-24.6,-24.6
43.20,4952.8,-24.6,-24.6
43.25,4951.5,-24.6,-24.6
43.30,4950.3,-24.6,-24.6
43.35,4949.0,-24.6,-24.6
43.40,4947.8,-24.6,-24.6
43.45,4946.6,-24.6,-24.6
43.50,4945.4,-24.6,-24.6
43.55,4944.1,-24.6,-24.6
43.60,4942.9,-24.6,-24.6
43.65,4941.7,-24.6,-24.6
43.70,4940.5,-24.6,-24.6
43.75,4939.2,-24.6,-24.6
43.80,4938.0,-24.6,-24.6
43.85,4936.7,-24.6,-24.6
43.90,4935.5,-24.6,-24.6
43.95,4934.3,-24.6,-24.6
44.00,4933.1,-24.6,-24.6
44.05,4931.8,-24.6,-24.6
44.10,4930.6,-24.6,-24.6
44.15,4929.4,-24.6,-24.6
44.20,4928.1,-24.6,-24.6
44.25,4926.9,-24.6,-24.6
44.30,4925.7,-24.6,-24.6
44.35,4924.4,-24.6,-24.6
44.40,4923.2,-24.6,-24.6
44.45,4922.0,-24.6,-24.6
44.50,4920.8,-24.6,-24.6
44.55,4919.5,-24.6,-24.6
44.60,4918.3,-24.6,-24.6
44.65,4917.1,-24.6,-24.6
44.70,4915.8,-24.6,-24.6
44.75,4914.6,-24.6,-24.6
44.80,4913.4,-24.6,-24.6
44.85,4912.1,-24.6,-24.6
44.90,4910.9,-24.6,-24.6
44.95,4909.7,-24.6,-24.6
45.00,4908.5,-24.6,-24.6
45.05,4907.2,-24.6,-24.6
45.10,4906.0,-24.6,-24.6
45.15,4904.8,-24.6,-24.6
45.20,4903.5,-24.6,-24.6
45.25,4902.3,-24.6,-24.6
45.30,4901.1,-24.6,-24.6
45.35,4899.8,-24.6,-24.6
45.40,4898.6,-24.6,-24.6
45.45,4897.4,-24.6,-24.6
45.50,4896.2,-24.6,-24.6
45.55,4894.9,-24.6,-24.6
45.60,4893.7,-24.6,-24.6
45.65,4892.5,-24.6,-24.6
45.70,4891.2,-24.6,-24.6
45.75,4890.0,-24.6,-24.6
45.80,4888.8,-24.6,-24.6
45.85,4887.5,-24.6,-24.6
45.90,4886.3,-24.6,-24.6
45.95,4885.1,-24.6,-24.6
46.00,4883.9,-24.6,-24.6
46.05,4882.6,-24.6,-24.6
46.10,4881.4,-24.6,-24.6
46.15,4880.2,-24.6,-24.6
46.20,4878.9,-24.6,-24.6
46.25,4877.7,-24.6,-24.6
46.30,4876.5,-24.6,-24.6
46.35,4875.2,-24.6,-24.6
46.40,4874.0,-24.6,-24.6
46.45,4872.8,-24.6,-24.6
46.50,4871.6,-24.6,-24.6
46.55,4870.3,-24.6,-24.6
46.60,4869.1,-24.6,-24.6
46.65,4867.8,-24.6,-24.6
46.70,4866.6,-24.6,-24.6
46.75,4865.4,-24.6,-24.6
46.80,4864.2,-24.6,-24.6
46.85,4862.9,-24.6,-24.6
46.90,4861.7,-24.6,-24.6
46.95,4860.5,-24.6,-24.6
47.00,4859.3,-24.6,-24.6
47.05,4858.0,-24.6,-24.6
47.10,4856.8,-24.6,-24.6
47.15,4855.5,-24.6,-24.6
47.20,4854.3,-24.6,-24.6
47.25,4853.1,-24.6,-24.6
47.30,4851.9,-24.6,-24.6
47.35,4850.6,-24.6,-24.6
47.40,4849.4,-24.6,-24.6
47.45,4848.2,-24.6,-24.6
47.50,4846.9,-24.6,-24.6
47.55,4845.7,-24.6,-24.6
47.60,4844.5,-24.6,-24.6
47.65,4843.2,-24.6,-24.6
47.70,4842.0,-24.6,-24.6
47.75,4840.8,-24.6,-24.6
47.80,4839.6,-24.6,-24.6
47.85,4838.3,-24.6,-24.6
47.90,4837.1,-24.6,-24.6
47.95,4835.9,-24.6,-24.6
48.00,4834.6,-24.6,-24.6
48.05,4833.4,-24.6,-24.6
48.10,4832.2,-24.6,-24.6
48.15,4830.9,-24.6,-24.6
48.20,4829.7,-24.6,-24.6
48.25,4828.5,-24.6,-24.6
48.30,4827.3,-24.6,-24.6
48.35,4826.0,-24.6,-24.6
48.40,4824.8,-24.6,-24.6
48.45,4823.6,-24.6,-24.6
48.50,4822.3,-24.6,-24.6
48.55,4821.1,-24.6,-24.6
48.60,4819.9,-24.6,-24.6
48.65,4818.6,-24.6,-24.6
48.70,4817.4,-24.6,-24.6
48.75,4816.2,-24.6,-24.6
48.80,4815.0,-24.6,-24.6
48.85,4813.7,-24.6,-24.6
48.90,4812.5,-24.6,-24.6
48.95,4811.3,-24.6,-24.6
49.00,4810.0,-24.6,-24.6
49.05,4808.8,-24.6,-24.6
49.10,4807.6,-24.6,-24.6
49.15,4806.3,-24.6,-24.6
49.20,4805.1,-24.6,-24.6
49.25,4803.9,-24.6,-24.6
49.30,4802.7,-24.6,-24.6
49.35,4801.4,-24.6,-24.6
49.40,4800.2,-24.6,-24.6
49.45,4799.0,-24.6,-24.6
49.50,4797.7,-24.6,-24.6
49.55,4796.5,-24.6,-24.6
49.60,4795.3,-24.6,-24.6
49.65,4794.0,-24.6,-24.6
49.70,4792.8,-24.6,-24.6
49.75,4791.6,-24.6,-24.6
49.80,4790.4,-24.6,-24.6
49.85,4789.1,-24.6,-24.6
49.90,4787.9,-24.6,-24.6
49.95,4786.6,-24.6,-24.6
50.00,4785.4,-24.6,-24.6
50.05,4784.2,-24.6,-24.6
50.10,4783.0,-24.6,-24.6
50.15,4781.7,-24.6,-24.6
50.20,4780.5,-24.6,-24.6
50.25,4779.3,-24.6,-24.6
50.30,4778.1,-24.6,-24.6
50.35,4776.8,-24.6,-24.6
50.40,4775.6,-24.6,-24.6
50.45,4774.3,-24.6,-24.6
50.50,4773.1,-24.6,-24.6
50.55,4771.9,-24.6,-24.6
50.60,4770.7,-24.6,-24.6
50.65,4769.4,-24.6,-24.6
50.70,4768.2,-24.6,-24.6
50.75,4767.0,-24.6,-24.6
50.80,4765.7,-24.6,-24.6
50.85,4764.5,-24.6,-24.6
50.90,4763.3,-24.6,-24.6
50.95,4762.0,-24.6,-24.6
51.00,4760.8,-24.6,-24.6
51.05,4759.6,-24.6,-24.6
51.10,4758.4,-24.6,-24.6
51.15,4757.1,-24.6,-24.6
51.20,4755.9,-24.6,-24.6
51.25,4754.7,-24.6,-24.6
51.30,4753.4,-24.6,-24.6
51.35,4752.2,-24.6,-24.6
51.40,4751.0,-24.6,-24.6
51.45,4749.7,-24.6,-24.6
51.50,4748.5,-24.6,-24.6
51.55,4747.3,-24.6,-24.6
51.60,4746.1,-24.6,-24.6
51.65,4744.8,-24.6,-24.6
51.70,4743.6,-24.6,-24.6
51.75,4742.4,-24.6,-24.6
51.80,4741.1,-24.6,-24.6
51.85,4739.9,-24.6,-24.6
51.90,4738.7,-24.6,-24.6
51.95,4737.4,-24.6,-24.6
52.00,4736.2,-24.6,-24.6
52.05,4735.0,-24.6,-24.6
52.10,4733.8,-24.6,-24.6
52.15,4732.5,-24.6,-24.6
52.20,4731.3,-24.6,-24.6
52.25,4730.1,-24.6,-24.6
52.30,4728.8,-24.6,-24.6
52.35,4727.6,-24.6,-24.6
52.40,4726.4,-24.6,-24.6
52.45,4725.1,-24.6,-24.6
52.50,4723.9,-24.6,-24.6
52.55,4722.7,-24.6,-24.6
52.60,4721.5,-24.6,-24.6
52.65,4720.2,-24.6,-24.6
52.70,4719.0,-24.6,-24.6
52.75,4717.7,-24.6,-24.6
52.80,4716.5,-24.6,-24.6
52.85,4715.3,-24.6,-24.6
52.90,4714.1,-24.6,-24.6
52.95,4712.8,-24.6,-24.6
53.00,4711.6,-24.6,-24.6
53.05,4710.4,-24.6,-24.6
53.10,4709.2,-24.6,-24.6
53.15,4707.9,-24.6,-24.6
53.20,4706.7,-24.6,-24.6
53.25,4705.4,-24.6,-24.6
53.30,4704.2,-24.6,-24.6
53.35,4703.0,-24.6,-24.6
53.40,4701.8,-24.6,-24.6
53.45,4700.5,-24.6,-24.6
53.50,4699.3,-24.6,-24.6
53.55,4698.1,-24.6,-24.6
53.60,4696.9,-24.6,-24.6
53.65,4695.6,-24.6,-24.6
53.70,4694.4,-24.6,-24.6
53.75,4693.1,-24.6,-24.6
53.80,4691.9,-24.6,-24.6
53.85,4690.7,-24.6,-24.6
53.90,4689.5,-24.6,-24.6
53.95,4688.2,-24.6,-24.6
54.00,4687.0,-24.6,-24.6
54.05,4685.8,-24.6,-24.6
54.10,4684.5,-24.6,-24.6
54.15,4683.3,-24.6,-24.6
54.20,4682.1,-24.6,-24.6
54.25,4680.8,-24.6,-24.6
54.30,4679.6,-24.6,-24.6
54.35,4678.4,-24.6,-24.6
54.40,4677.2,-24.6,-24.6
54.45,4675.9,-24.6,-24.6
54.50,4674.7,-24.6,-24.6
54.55,4673.5,-24.6,-24.6
54.60,4672.2,-24.6,-24.6
54.65,4671.0,-24.6,-24.6
54.70,4669.8,-24.6,-24.6
54.75,4668.5,-24.6,-24.6
54.80,4667.3,-24.6,-24.6
54.85,4666.1,-24.6,-24.6
54.90,4664.9,-24.6,-24.6
54.95,4663.6,-24.6,-24.6
55.00,4662.4,-24.6,-24.6
55.05,4661.2,-24.6,-24.6
55.10,4659.9,-24.6,-24.6
55.15,4658.7,-24.6,-24.6
55.20,4657.5,-24.6,-24.6
55.25,4656.2,-24.6,-24.6
55.30,4655.0,-24.6,-24.6
55.35,4653.8,-24.6,-24.6
55.40,4652.6,-24.6,-24.6
55.45,4651.3,-24.6,-24.6
55.50,4650.1,-24.6,-24.6
55.55,4648.9,-24.6,-24.6
55.60,4647.6,-24.6,-24.6
55.65,4646.4,-24.6,-24.6
55.70,4645.2,-24.6,-24.6
55.75,4643.9,-24.6,-24.6
55.80,4642.7,-24.6,-24.6
55.85,4641.5,-24.6,-24.6
55.90,4640.3,-24.6,-24.6
55.95,4639.0,-24.6,-24.6
56.00,4637.8,-24.6,-24.6
56.05,4636.5,-24.6,-24.6
56.10,4635.3,-24.6,-24.6
56.15,4634.1,-24.6,-24.6
56.20,4632.9,-24.6,-24.6
56.25,4631.6,-24.6,-24.6
56.30,4630.4,-24.6,-24.6
56.35,4629.2,-24.6,-24.6
56.40,4628.0,-24.6,-24.6
56.45,4626.7,-24.6,-24.6
56.50,4625.5,-24.6,-24.6
56.55,4624.2,-24.6,-24.6
56.60,4623.0,-24.6,-24.6
56.65,4621.8,-24.6,-24.6
56.70,4620.6,-24.6,-24.6
56.75,4619.3,-24.6,-24.6
56.80,4618.1,-24.6,-24.6
56.85,4616.9,-24.6,-24.6
56.90,4615.6,-24.6,-24.6
56.95,4614.4,-24.6,-24.6
57.00,4613.2,-24.6,-24.6
57.05,4611.9,-24.6,-24.6
57.10,4610.7,-24.6,-24.6
57.15,4609.5,-24.6,-24.6
57.20,4608.3,-24.6,-24.6
57.25,4607.0,-24.6,-24.6
57.30,4605.8,-24.6,-24.6
57.35,4604.6,-24.6,-24.6
57.40,4603.3,-24.6,-24.6
57.45,4602.1,-24.6,-24.6
57.50,4600.9,-24.6,-24.6
57.55,4599.6,-24.6,-24.6
57.60,4598.4,-24.6,-24.6
57.65,4597.2,-24.6,-24.6
57.70,4596.0,-24.6,-24.6
57.75,4594.7,-24.6,-24.6
57.80,4593.5,-24.6,-24.6
57.85,4592.3,-24.6,-24.6
57.90,4591.0,-24.6,-24.6
57.95,4589.8,-24.6,-24.6
58.00,4588.6,-24.6,-24.6
58.05,4587.3,-24.6,-24.6
58.10,4586.1,-24.6,-24.6
58.15,4584.9,-24.6,-24.6
58.20,4583.7,-24.6,-24.6
58.25,4582.4,-24.6,-24.6
58.30,4581.2,-24.6,-24.6
58.35,4580.0,-24.6,-24.6
58.40,4578.7,-24.6,-24.6
58.45,4577.5,-24.6,-24.6
58.50,4576.3,-24.6,-24.6
58.55,4575.0,-24.6,-24.6
58.60,4573.8,-24.6,-24.6
58.65,4572.6,-24.6,-24.6
58.70,4571.4,-24.6,-24.6
58.75,4570.1,-24.6,-24.6
58.80,4568.9,-24.6,-24.6
58.85,4567.7,-24.6,-24.6
58.90,4566.4,-24.6,-24.6
58.95,4565.2,-24.6,-24.6
59.00,4564.0,-24.6,-24.6
59.05,4562.7,-24.6,-24.6
59.10,4561.5,-24.6,-24.6
59.15,4560.3,-24.6,-24.6
59.20,4559.1,-24.6,-24.6
59.25,4557.8,-24.6,-24.6
59.30,4556.6,-24.6,-24.6
59.35,4555.3,-24.6,-24.6
59.40,4554.1,-24.6,-24.6
59.45,4552.9,-24.6,-24.6
59.50,4551.7,-24.6,-24.6
59.55,4550.4,-24.6,-24.6
59.60,4549.2,-24.6,-24.6
59.65,4548.0,-24.6,-24.6
59.70,4546.8,-24.6,-24.6
59.75,4545.5,-24.6,-24.6
59.80,4544.3,-24.6,-24.6
59.85,4543.0,-24.6,-24.6
59.90,4541.8,-24.6,-24.6
59.95,4540.6,-24.6,-24.6
60.00,4539.4,-24.6,-24.6
60.05,4538.1,-24.6,-24.6
60.10,4536.9,-24.6,-24.6
60.15,4535.7,-24.6,-24.6
60.20,4534.4,-24.6,-24.6
60.25,4533.2,-24.6,-24.6
60.30,4532.0,-24.6,-24.6
60.35,4530.7,-24.6,-24.6
60.40,4529.5,-24.6,-24.6
60.45,4528.3,-24.6,-24.6
60.50,4527.1,-24.6,-24.6
60.55,4525.8,-24.6,-24.6
60.60,4524.6,-24.6,-24.6
60.65,4523.4,-24.6,-24.6
60.70,4522.1,-24.6,-24.6
60.75,4520.9,-24.6,-24.6
60.80,4519.7,-24.6,-24.6
60.85,4518.4,-24.6,-24.6
60.90,4517.2,-24.6,-24.6
60.95,4516.0,-24.6,-24.6
61.00,4514.8,-24.6,-24.6
61.05,4513.5,-24.6,-24.6
61.10,4512.3,-24.6,-24.6
61.15,4511.1,-24.6,-24.6
61.20,4509.8,-24.6,-24.6
61.25,4508.6,-24.6,-24.6
61.30,4507.4,-24.6,-24.6
61.35,4506.1,-24.6,-24.6
61.40,4504.9,-24.6,-24.6
61.45,4503.7,-24.6,-24.6
61.50,4502.5,-24.6,-24.6
61.55,4501.2,-24.6,-24.6
61.60,4500.0,-24.6,-24.6
61.65,4498.8,-24.6,-24.6
61.70,4497.5,-24.6,-24.6
61.75,4496.3,-24.6,-24.6
61.80,4495.1,-24.6,-24.6
61.85,4493.8,-24.6,-24.6
61.90,4492.6,-24.6,-24.6
61.95,4491.4,-24.6,-24.6
62.00,4490.2,-24.6,-24.6
62.05,4488.9,-24.6,-24.6
62.10,4487.7,-24.6,-24.6
62.15,4486.5,-24.6,-24.6
62.20,4485.2,-24.6,-24.6
62.25,4484.0,-24.6,-24.6
62.30,4482.8,-24.6,-24.6
62.35,4481.5,-24.6,-24.6
62.40,4480.3,-24.6,-24.6
62.45,4479.1,-24.6,-24.6
62.50,4477.9,-24.6,-24.6
62.55,4476.6,-24.6,-24.6
62.60,4475.4,-24.6,-24.6
62.65,4474.1,-24.6,-24.6
62.70,4472.9,-24.6,-24.6
62.75,4471.7,-24.6,-24.6
62.80,4470.5,-24.6,-24.6
62.85,4469.2,-24.6,-24.6
62.90,4468.0,-24.6,-24.6
62.95,4466.8,-24.6,-24.6
63.00,4465.6,-24.6,-24.6
63.05,4464.3,-24.6,-24.6
63.10,4463.1,-24.6,-24.6
63.15,4461.8,-24.6,-24.6
63.20,4460.6,-24.6,-24.6
63.25,4459.4,-24.6,-24.6
63.30,4458.2,-24.6,-24.6
63.35,4456.9,-24.6,-24.6
63.40,4455.7,-24.6,-24.6
63.45,4454.5,-24.6,-24.6
63.50,4453.2,-24.6,-24.6
63.55,4452.0,-24.6,-24.6
63.60,4450.8,-24.6,-24.6
63.65,4449.5,-24.6,-24.6
63.70,4448.3,-24.6,-24.6
63.75,4447.1,-24.6,-24.6
63.80,4445.9,-24.6,-24.6
63.85,4444.6,-24.6,-24.6
63.90,4443.4,-24.6,-24.6
63.95,4442.2,-24.6,-24.6
64.00,4440.9,-24.6,-24.6
64.05,4439.7,-24.6,-24.6
64.10,4438.5,-24.6,-24.6
64.15,4437.2,-24.6,-24.6
64.20,4436.0,-24.6,-24.6
64.25,4434.8,-24.6,-24.6
64.30,4433.6,-24.6,-24.6
64.35,4432.3,-24.6,-24.6
64.40,4431.1,-24.6,-24.6
64.45,4429.9,-24.6,-24.6
64.50,4428.6,-24.6,-24.6
64.55,4427.4,-24.6,-24.6
64.60,4426.2,-24.6,-24.6
64.65,4424.9,-24.6,-24.6
64.70,4423.7,-24.6,-24.6
64.75,4422.5,-24.6,-24.6
64.80,4421.3,-24.6,-24.6
64.85,4420.0,-24.6,-24.6
64.90,4418.8,-24.6,-24.6
64.95,4417.6,-24.6,-24.6
65.00,4416.3,-24.6,-24.6
65.05,4415.1,-24.6,-24.6
65.10,4413.9,-24.6,-24.6
65.15,4412.6,-24.6,-24.6
65.20,4411.4,-24.6,-24.6
65.25,4410.2,-24.6,-24.6
65.30,4409.0,-24.6,-24.6
65.35,4407.7,-24.6,-24.6
65.40,4406.5,-24.6,-24.6
65.45,4405.2,-24.6,-24.6
65.50,4404.0,-24.6,-24.6
65.55,4402.8,-24.6,-24.6
65.60,4401.6,-24.6,-24.6
65.65,4400.3,-24.6,-24.6
65.70,4399.1,-24.6,-24.6
65.75,4397.9,-24.6,-24.6
65.80,4396.7,-24.6,-24.6
65.85,4395.4,-24.6,-24.6
65.90,4394.2,-24.6,-24.6
65.95,4392.9,-24.6,-24.6
66.00,4391.7,-24.6,-24.6
66.05,4390.5,-24.6,-24.6
66.10,4389.3,-24.6,-24.6
66.15,4388.0,-24.6,-24.6
66.20,4386.8,-24.6,-24.6
66.25,4385.6,-24.6,-24.6
66.30,4384.4,-24.6,-24.6
66.35,4383.1,-24.6,-24.6
66.40,4381.9,-24.6,-24.6
66.45,4380.6,-24.6,-24.6
66.50,4379.4,-24.6,-24.6
66.55,4378.2,-24.6,-24.6
66.60,4377.0,-24.6,-24.6
66.65,4375.7,-24.6,-24.6
66.70,4374.5,-24.6,-24.6
66.75,4373.3,-24.6,-24.6
66.80,4372.0,-24.6,-24.6
66.85,4370.8,-24.6,-24.6
66.90,4369.6,-24.6,-24.6
66.95,4368.3,-24.6,-24.6
67.00,4367.1,-24.6,-24.6
67.05,4365.9,-24.6,-24.6
67.10,4364.7,-24.6,-24.6
67.15,4363.4,-24.6,-24.6
67.20,4362.2,-24.6,-24.6
67.25,4361.0,-24.6,-24.6
67.30,4359.7,-24.6,-24.6
67.35,4358.5,-24.6,-24.6
67.40,4357.3,-24.6,-24.6
67.45,4356.0,-24.6,-24.6
67.50,4354.8,-24.6,-24.6
67.55,4353.6,-24.6,-24.6
67.60,4352.4,-24.6,-24.6
67.65,4351.1,-24.6,-24.6
67.70,4349.9,-24.6,-24.6
67.75,4348.7,-24.6,-24.6
67.80,4347.4,-24.6,-24.6
67.85,4346.2,-24.6,-24.6
67.90,4345.0,-24.6,-24.6
67.95,4343.7,-24.6,-24.6
68.00,4342.5,-24.6,-24.6
68.05,4341.3,-24.6,-24.6
68.10,4340.1,-24.6,-24.6
68.15,4338.8,-24.6,-24.6
68.20,4337.6,-24.6,-24.6
68.25,4336.4,-24.6,-24.6
68.30,4335.1,-24.6,-24.6
68.35,4333.9,-24.6,-24.6
68.40,4332.7,-24.6,-24.6
68.45,4331.4,-24.6,-24.6
68.50,4330.2,-24.6,-24.6
68.55,4329.0,-24.6,-24.6
68.60,4327.8,-24.6,-24.6
68.65,4326.5,-24.6,-24.6
68.70,4325.3,-24.6,-24.6
68.75,4324.0,-24.6,-24.6
68.80,4322.8,-24.6,-24.6
68.85,4321.6,-24.6,-24.6
68.90,4320.4,-24.6,-24.6
68.95,4319.1,-24.6,-24.6
69.00,4317.9,-24.6,-24.6
69.05,4316.7,-24.6,-24.6
69.10,4315.5,-24.6,-24.6
69.15,4314.2,-24.6,-24.6
69.20,4313.0,-24.6,-24.6
69.25,4311.7,-24.6,-24.6
69.30,4310.5,-24.6,-24.6
69.35,4309.3,-24.6,-24.6
69.40,4308.1,-24.6,-24.6
69.45,4306.8,-24.6,-24.6
69.50,4305.6,-24.6,-24.6
69.55,4304.4,-24.6,-24.6
69.60,4303.1,-24.6,-24.6
69.65,4301.9,-24.6,-24.6
69.70,4300.7,-24.6,-24.6
69.75,4299.4,-24.6,-24.6
69.80,4298.2,-24.6,-24.6
69.85,4297.0,-24.6,-24.6
69.90,4295.8,-24.6,-24.6
69.95,4294.5,-24.6,-24.6
70.00,4293.3,-24.6,-24.6
70.05,4292.1,-24.6,-24.6
70.10,4290.8,-24.6,-24.6
70.15,4289.6,-24.6,-24.6
70.20,4288.4,-24.6,-24.6
70.25,4287.1,-24.6,-24.6
70.30,4285.9,-24.6,-24.6
70.35,4284.7,-24.6,-24.6
70.40,4283.5,-24.6,-24.6
70.45,4282.2,-24.6,-24.6
70.50,4281.0,-24.6,-24.6
70.55,4279.8,-24.6,-24.6
70.60,4278.5,-24.6,-24.6
70.65,4277.3,-24.6,-24.6
70.70,4276.1,-24.6,-24.6
70.75,4274.8,-24.6,-24.6
70.80,4273.6,-24.6,-24.6
70.85,4272.4,-24.6,-24.6
70.90,4271.2,-24.6,-24.6
70.95,4269.9,-24.6,-24.6
71.00,4268.7,-24.6,-24.6
71.05,4267.5,-24.6,-24.6
71.10,4266.2,-24.6,-24.6
71.15,4265.0,-24.6,-24.6
71.20,4263.8,-24.6,-24.6
71.25,4262.5,-24.6,-24.6
71.30,4261.3,-24.6,-24.6
71.35,4260.1,-24.6,-24.6
71.40,4258.9,-24.6,-24.6
71.45,4257.6,-24.6,-24.6
71.50,4256.4,-24.6,-24.6
71.55,4255.2,-24.6,-24.6
71.60,4253.9,-24.6,-24.6
71.65,4252.7,-24.6,-24.6
71.70,4251.5,-24.6,-24.6
71.75,4250.2,-24.6,-24.6
71.80,4249.0,-24.6,-24.6
71.85,4247.8,-24.6,-24.6
71.90,4246.6,-24.6,-24.6
71.95,4245.3,-24.6,-24.6
72.00,4244.1,-24.6,-24.6
72.05,4242.8,-24.6,-24.6
72.10,4241.6,-24.6,-24.6
72.15,4240.4,-24.6,-24.6
72.20,4239.2,-24.6,-24.6
72.25,4237.9,-24.6,-24.6
72.30,4236.7,-24.6,-24.6
72.35,4235.5,-24.6,-24.6
72.40,4234.3,-24.6,-24.6
72.45,4233.0,-24.6,-24.6
72.50,4231.8,-24.6,-24.6
72.55,4230.5,-24.6,-24.6
72.60,4229.3,-24.6,-24.6
72.65,4228.1,-24.6,-24.6
72.70,4226.9,-24.6,-24.6
72.75,4225.6,-24.6,-24.6
72.80,4224.4,-24.6,-24.6
72.85,4223.2,-24.6,-24.6
72.90,4221.9,-24.6,-24.6
72.95,4220.7,-24.6,-24.6
73.00,4219.5,-24.6,-24.6
73.05,4218.2,-24.6,-24.6
73.10,4217.0,-24.6,-24.6
73.15,4215.8,-24.6,-24.6
73.20,4214.6,-24.6,-24.6
73.25,4213.3,-24.6,-24.6
73.30,4212.1,-24.6,-24.6
73.35,4210.9,-24.6,-24.6
73.40,4209.6,-24.6,-24.6
73.45,4208.4,-24.6,-24.6
73.50,4207.2,-24.6,-24.6
73.55,4205.9,-24.6,-24.6
73.60,4204.7,-24.6,-24.6
73.65,4203.5,-24.6,-24.6
73.70,4202.3,-24.6,-24.6
73.75,4201.0,-24.6,-24.6
73.80,4199.8,-24.6,-24.6
73.85,4198.6,-24.6,-24.6
73.90,4197.3,-24.6,-24.6
73.95,4196.1,-24.6,-24.6
74.00,4194.9,-24.6,-24.6
74.05,4193.6,-24.6,-24.6
74.10,4192.4,-24.6,-24.6
74.15,4191.2,-24.6,-24.6
74.20,4190.0,-24.6,-24.6
74.25,4188.7,-24.6,-24.6
74.30,4187.5,-24.6,-24.6
74.35,4186.3,-24.6,-24.6
74.40,4185.0,-24.6,-24.6
74.45,4183.8,-24.6,-24.6
74.50,4182.6,-24.6,-24.6
74.55,4181.3,-24.6,-24.6
74.60,4180.1,-24.6,-24.6
74.65,4178.9,-24.6,-24.6
74.70,4177.7,-24.6,-24.6
74.75,4176.4,-24.6,-24.6
74.80,4175.2,-24.6,-24.6
74.85,4174.0,-24.6,-24.6
74.90,4172.7,-24.6,-24.6
74.95,4171.5,-24.6,-24.6
75.00,4170.3,-24.6,-24.6
75.05,4169.0,-24.6,-24.6
75.10,4167.8,-24.6,-24.6
75.15,4166.6,-24.6,-24.6
75.20,4165.4,-24.6,-24.6
75.25,4164.1,-24.6,-24.6
75.30,4162.9,-24.6,-24.6
75.35,4161.6,-24.6,-24.6
